tMillis,ax,ay,az,gx,gy,gz
522877,-0.0078125,-0.705322265625,0.7303466796875,0.7324218153953552,-0.30517578125,0.30517578125
522894,-0.008056640625,-0.705322265625,0.7291259765625,0.6713866591453552,-0.2441406100988388,0.30517578125
522910,-0.0081787109375,-0.7064208984375,0.7313232421875,0.6713866591453552,-0.2441406100988388,0.30517578125
522926,-0.0081787109375,-0.706298828125,0.7325439453125,0.6713866591453552,-0.2441406100988388,0.30517578125
522943,-0.0081787109375,-0.7060546875,0.7314453125,0.6713866591453552,-0.30517578125,0.3662109076976776
522959,-0.0076904296875,-0.7061767578125,0.731689453125,0.6713866591453552,-0.30517578125,0.3662109076976776
522995,-0.0079345703125,-0.705078125,0.7325439453125,0.7324218153953552,-0.1831054538488388,0.30517578125
523011,-0.008544921875,-0.70458984375,0.7322998046875,0.6713866591453552,-0.2441406100988388,0.30517578125
523027,-0.0087890625,-0.7054443359375,0.73193359375,0.6713866591453552,-0.2441406100988388,0.30517578125
523043,-0.0081787109375,-0.706787109375,0.7332763671875,0.7324218153953552,-0.30517578125,0.30517578125
523060,-0.0079345703125,-0.7059326171875,0.7315673828125,0.7324218153953552,-0.2441406100988388,0.30517578125
523081,-0.008056640625,-0.7078857421875,0.7335205078125,0.7324218153953552,-0.2441406100988388,0.30517578125
523097,-0.0084228515625,-0.70556640625,0.7314453125,0.7324218153953552,-0.2441406100988388,0.30517578125
523115,-0.00830078125,-0.7037353515625,0.72998046875,0.6103515625,-0.1831054538488388,0.2441406100988388
523132,-0.007568359375,-0.702880859375,0.7291259765625,0.6713866591453552,-0.2441406100988388,0.30517578125
523165,-0.0072021484375,-0.708984375,0.7342529296875,0.6713866591453552,-0.30517578125,0.2441406100988388
523181,-0.0076904296875,-0.7041015625,0.7296142578125,0.7324218153953552,-0.30517578125,0.30517578125
523197,-0.0069580078125,-0.7069091796875,0.7327880859375,0.6713866591453552,-0.1831054538488388,0.30517578125
523230,-0.0086669921875,-0.701904296875,0.727783203125,0.7324218153953552,-0.2441406100988388,0.30517578125
523251,-0.00830078125,-0.7066650390625,0.73388671875,0.7324218153953552,-0.30517578125,0.30517578125
523267,-0.0078125,-0.708740234375,0.7362060546875,0.7324218153953552,-0.30517578125,0.3662109076976776
523284,-0.0089111328125,-0.7060546875,0.732666015625,0.6713866591453552,-0.30517578125,0.30517578125
523301,-0.0076904296875,-0.7032470703125,0.728759765625,0.7324218153953552,-0.30517578125,0.30517578125
523317,-0.00732421875,-0.703369140625,0.7291259765625,0.7934569716453552,-0.2441406100988388,0.30517578125
523355,-0.0086669921875,-0.7059326171875,0.7330322265625,0.6713866591453552,-0.30517578125,0.3662109076976776
523371,-0.0089111328125,-0.7032470703125,0.729248046875,0.7324218153953552,-0.2441406100988388,0.30517578125
523387,-0.0068359375,-0.70751953125,0.732421875,0.7324218153953552,-0.30517578125,0.30517578125
523403,-0.0067138671875,-0.7056884765625,0.73046875,0.7324218153953552,-0.2441406100988388,0.30517578125
523421,-0.0087890625,-0.7054443359375,0.7301025390625,0.6713866591453552,-0.2441406100988388,0.3662109076976776
523442,-0.0076904296875,-0.7056884765625,0.7330322265625,0.6713866591453552,-0.30517578125,0.30517578125
523458,-0.0079345703125,-0.7076416015625,0.7332763671875,0.6713866591453552,-0.2441406100988388,0.30517578125
523525,-0.007568359375,-0.704833984375,0.7314453125,0.6713866591453552,-0.2441406100988388,0.30517578125
523541,-0.0078125,-0.706787109375,0.732666015625,0.6713866591453552,-0.2441406100988388,0.3662109076976776
523562,-0.008544921875,-0.7066650390625,0.7313232421875,0.6713866591453552,-0.2441406100988388,0.30517578125
523582,-0.0079345703125,-0.704833984375,0.730224609375,0.6713866591453552,-0.2441406100988388,0.30517578125
523599,-0.0067138671875,-0.7041015625,0.731689453125,0.6713866591453552,-0.30517578125,0.30517578125
523620,-0.0064697265625,-0.7060546875,0.7327880859375,0.6713866591453552,-0.2441406100988388,0.2441406100988388
523636,-0.0086669921875,-0.707763671875,0.7315673828125,0.6713866591453552,-0.1831054538488388,0.30517578125
523653,-0.0084228515625,-0.7041015625,0.7305908203125,0.7324218153953552,-0.2441406100988388,0.3662109076976776
523670,-0.0074462890625,-0.705322265625,0.732177734375,0.6713866591453552,-0.2441406100988388,0.30517578125
523703,-0.00830078125,-0.7047119140625,0.7305908203125,0.7324218153953552,-0.2441406100988388,0.30517578125
523720,-0.0076904296875,-0.70703125,0.7332763671875,0.6713866591453552,-0.2441406100988388,0.3662109076976776
523736,-0.0081787109375,-0.7059326171875,0.7325439453125,0.6713866591453552,-0.2441406100988388,0.2441406100988388
523768,-0.0074462890625,-0.7080078125,0.7349853515625,0.6713866591453552,-0.2441406100988388,0.30517578125
523784,-0.00830078125,-0.7076416015625,0.7342529296875,0.7324218153953552,-0.30517578125,0.30517578125
523800,-0.00830078125,-0.703857421875,0.7296142578125,0.6713866591453552,-0.2441406100988388,0.30517578125
523836,-0.006103515625,-0.7056884765625,0.7315673828125,0.6713866591453552,-0.30517578125,0.30517578125
523852,-0.0079345703125,-0.7049560546875,0.72998046875,0.7324218153953552,-0.2441406100988388,0.30517578125
523868,-0.0086669921875,-0.7073974609375,0.7337646484375,0.7324218153953552,-0.1831054538488388,0.3662109076976776
523884,-0.0081787109375,-0.7049560546875,0.73095703125,0.6713866591453552,-0.30517578125,0.30517578125
523948,-0.0076904296875,-0.70654296875,0.7335205078125,0.7324218153953552,-0.2441406100988388,0.30517578125
523964,-0.00732421875,-0.707763671875,0.734130859375,0.8544921278953552,-0.30517578125,0.30517578125
523980,-0.0089111328125,-0.702392578125,0.7315673828125,0.9155272841453552,-0.2441406100988388,0.2441406100988388
523996,-0.009033203125,-0.7041015625,0.732177734375,0.9155272841453552,-0.1831054538488388,0.30517578125
524016,-0.0076904296875,-0.7034912109375,0.7308349609375,0.9765624403953552,-0.2441406100988388,0.30517578125
524038,-0.0078125,-0.7061767578125,0.732666015625,0.9765624403953552,-0.2441406100988388,0.2441406100988388
524054,-0.0087890625,-0.70654296875,0.7333984375,1.03759765625,-0.30517578125,0.2441406100988388
524071,-0.0078125,-0.703369140625,0.7291259765625,1.15966796875,-0.2441406100988388,0.2441406100988388
524088,-0.007568359375,-0.7066650390625,0.732177734375,1.220703125,-0.30517578125,0.2441406100988388
524121,-0.0078125,-0.7054443359375,0.730712890625,1.0986328125,-0.30517578125,0.30517578125
524138,-0.0081787109375,-0.7078857421875,0.732666015625,1.15966796875,-0.30517578125,0.2441406100988388
524154,-0.0079345703125,-0.705810546875,0.72998046875,1.15966796875,-0.30517578125,0.2441406100988388
