time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
0.000000,911042,-1.000000,-1.008466,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,-6.680599,-6.680599,0,rest,0.000000,,,,,,
0.016000,911058,-1.106890,-1.048045,0.001427,0.088077,0.996113,0.999028,-0.044081,0.000716,0.000033,-0.000185,-1.106890,-1.106890,-1.106890,-0.741717,-0.741717,0,rest,0.000000,,,,,,0.016000
0.032000,911074,-1.023735,-1.010800,0.002857,0.171095,0.985250,0.996306,-0.085865,0.001440,0.000072,-0.000153,-1.023735,-1.023735,-1.023735,4.896472,4.896472,0,rest,0.000000,,,,,,0.016000
0.049000,911091,-0.945926,-0.939479,0.004155,0.248877,0.968526,0.992100,-0.125429,0.002109,0.000115,-0.000167,-0.945926,-0.945926,-0.945926,4.079941,4.079941,0,rest,0.000000,,,,,,0.017000
0.070000,911112,-0.873141,-0.869183,0.005279,0.321346,0.946947,0.986648,-0.162847,0.002702,0.000163,-0.000166,-0.873141,-0.873141,-0.873141,4.013085,4.013085,0,rest,0.000000,,,,,,0.021000
0.086000,911128,-0.802262,-0.794661,0.006442,0.388510,0.921422,0.980159,-0.198187,0.003325,0.000189,-0.000168,-0.802262,-0.802262,-0.802262,3.758510,3.758510,0,rest,0.000000,,,,,,0.016000
0.153000,911195,-0.738824,-0.725073,0.007421,0.450061,0.892967,0.972874,-0.231303,0.003892,0.000329,-0.000128,-0.738824,-0.738824,-0.738824,3.059158,3.059158,0,rest,0.000000,,,,,,0.067000
0.170000,911212,-0.677707,-0.670187,0.008392,0.507031,0.861887,0.964854,-0.262748,0.004446,0.000356,-0.000161,-0.677707,-0.677707,-0.677707,3.618099,3.618099,0,rest,0.000000,,,,,,0.017000
0.186000,911228,-0.619471,-0.619706,0.009304,0.559184,0.828991,0.956293,-0.292369,0.004980,0.000379,-0.000138,-0.619471,-0.619471,-0.619471,2.989121,2.989121,0,rest,0.000000,,,,,,0.016000
0.215000,911257,-0.566984,-0.580472,0.010192,0.606632,0.794917,0.947343,-0.320173,0.005520,0.000418,-0.000139,-0.566984,-0.566984,-0.566984,1.991562,1.991562,0,rest,0.000000,,,,,,0.029000
0.237000,911279,-0.520138,-0.535119,0.011010,0.649877,0.759959,0.938072,-0.346387,0.006032,0.000442,-0.000140,-0.520138,-0.520138,-0.520138,2.523563,2.523563,0,rest,0.000000,,,,,,0.022000
0.253000,911295,-0.475174,-0.483320,0.011646,0.689125,0.724549,0.928587,-0.371058,0.006460,0.000474,-0.000165,-0.475174,-0.475174,-0.475174,2.655605,2.655605,0,rest,0.000000,,,,,,0.016000
0.270000,911312,-0.432822,-0.441372,0.012208,0.724626,0.689034,0.918976,-0.394254,0.006861,0.000509,-0.000158,-0.432822,-0.432822,-0.432822,2.361358,2.361358,0,rest,0.000000,,,,,,0.017000
0.287000,911329,-0.394888,-0.406206,0.012739,0.756643,0.653704,0.909314,-0.416047,0.007247,0.000529,-0.000158,-0.394888,-0.394888,-0.394888,2.194356,2.194356,0,rest,0.000000,,,,,,0.017000
0.303000,911345,-0.360336,-0.369945,0.013196,0.785475,0.618753,0.899653,-0.436538,0.007602,0.000552,-0.000119,-0.360336,-0.360336,-0.360336,1.760031,1.760031,0,rest,0.000000,,,,,,0.016000
0.337000,911379,-0.329355,-0.334589,0.013617,0.811273,0.584509,0.890087,-0.455721,0.007963,0.000612,-0.000166,-0.329355,-0.329355,-0.329355,0.749363,0.749363,0,rest,0.000000,,,,,,0.034000
0.405000,911447,-0.300410,-0.302546,0.013758,0.834247,0.551220,0.880687,-0.473627,0.008234,0.000786,-0.000156,-0.300410,-0.300410,-0.300410,1.006858,1.006858,0,rest,0.000000,,,,,,0.068000
