time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
0.000000,1214294,-1.000000,-0.930171,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,48.637250,48.637250,0,rest,0.000000,,,,,,
0.016000,1214310,-0.221804,-0.221615,0.002372,0.036184,0.999342,0.999836,-0.018095,0.001187,0.000034,-0.000133,-0.221804,-0.221804,-0.221804,25.709201,25.709201,0,rest,0.000000,,,,,,0.016000
0.033000,1214327,-0.198885,-0.153944,0.004613,0.070505,0.997501,0.999375,-0.035274,0.002310,0.000060,-0.000125,-0.198885,-0.198885,-0.198885,1.252110,1.252110,0,rest,0.000000,,,,,,0.017000
0.050000,1214344,-0.179232,-0.192414,0.006726,0.102998,0.994659,0.998664,-0.051567,0.003373,0.000096,-0.000159,-0.179232,-0.179232,-0.179232,1.172352,1.172352,0,rest,0.000000,,,,,,0.017000
0.066000,1214360,-0.160229,-0.177070,0.008719,0.133762,0.990975,0.997741,-0.067032,0.004379,0.000139,-0.000151,-0.160229,-0.160229,-0.160229,0.956117,0.956117,0,rest,0.000000,,,,,,0.016000
0.098000,1214392,-0.144453,-0.157376,0.010537,0.162741,0.986613,0.996647,-0.081643,0.005303,0.000208,-0.000137,-0.144453,-0.144453,-0.144453,0.600277,0.600277,0,rest,0.000000,,,,,,0.032000
0.120000,1214414,-0.129625,-0.146536,0.012343,0.190241,0.981660,0.995404,-0.095558,0.006224,0.000253,-0.000128,-0.129625,-0.129625,-0.129625,0.777359,0.777359,0,rest,0.000000,,,,,,0.022000
0.136000,1214430,-0.115985,-0.104615,0.014030,0.216272,0.976232,0.994040,-0.108782,0.007088,0.000287,-0.000152,-0.115985,-0.115985,-0.115985,0.793181,0.793181,0,rest,0.000000,,,,,,0.016000
0.153000,1214447,-0.103572,-0.086287,0.015647,0.240810,0.970446,0.992584,-0.121302,0.007921,0.000320,-0.000139,-0.103572,-0.103572,-0.103572,0.653110,0.653110,0,rest,0.000000,,,,,,0.017000
0.171000,1214465,-0.093284,-0.080383,0.017196,0.264022,0.964363,0.991051,-0.133200,0.008724,0.000364,-0.000121,-0.093284,-0.093284,-0.093284,0.600819,0.600819,0,rest,0.000000,,,,,,0.018000
0.187000,1214481,-0.083255,-0.074327,0.018566,0.285972,0.958058,0.989459,-0.144506,0.009440,0.000401,-0.000119,-0.083255,-0.083255,-0.083255,0.511986,0.511986,0,rest,0.000000,,,,,,0.016000
0.221000,1214515,-0.074146,-0.073966,0.019895,0.306501,0.951662,0.987842,-0.155132,0.010147,0.000490,-0.000134,-0.074146,-0.074146,-0.074146,0.423001,0.423001,0,rest,0.000000,,,,,,0.034000
0.237000,1214531,-0.066210,-0.072664,0.021167,0.326012,0.945129,0.986187,-0.165283,0.010820,0.000530,-0.000158,-0.066210,-0.066210,-0.066210,0.461350,0.461350,0,rest,0.000000,,,,,,0.016000
0.256000,1214550,-0.058226,-0.069026,0.022406,0.344398,0.938556,0.984519,-0.174900,0.011481,0.000575,-0.000135,-0.058226,-0.058226,-0.058226,0.369206,0.369206,0,rest,0.000000,,,,,,0.019000
0.276000,1214570,-0.051916,-0.066065,0.023521,0.361744,0.931981,0.982848,-0.184021,0.012083,0.000628,-0.000125,-0.051916,-0.051916,-0.051916,0.266876,0.266876,0,rest,0.000000,,,,,,0.020000
0.342000,1214636,-0.044892,-0.061702,0.024412,0.377677,0.925615,0.981227,-0.192442,0.012592,0.000777,-0.000122,-0.044892,-0.044892,-0.044892,0.286539,0.286539,0,rest,0.000000,,,,,,0.066000
0.359000,1214653,-0.039232,-0.053101,0.025458,0.393122,0.919134,0.979575,-0.200648,0.013159,0.000806,-0.000112,-0.039232,-0.039232,-0.039232,0.305445,0.305445,0,rest,0.000000,,,,,,0.017000
0.376000,1214670,-0.034507,-0.039568,0.026396,0.407731,0.912720,0.977936,-0.208453,0.013675,0.000841,-0.000134,-0.034507,-0.034507,-0.034507,0.292938,0.292938,0,rest,0.000000,,,,,,0.017000
0.392000,1214686,-0.029594,-0.031704,0.027264,0.421517,0.906411,0.976322,-0.215857,0.014156,0.000875,-0.000134,-0.029594,-0.029594,-0.029594,0.257118,0.257118,0,rest,0.000000,,,,,,0.016000
0.409000,1214703,-0.026125,-0.029311,0.028083,0.434523,0.900223,0.974736,-0.222879,0.014614,0.000911,-0.000145,-0.026125,-0.026125,-0.026125,0.170561,0.170561,0,rest,0.000000,,,,,,0.017000
0.446000,1214740,-0.022513,-0.025854,0.028783,0.446634,0.894254,0.973204,-0.229451,0.015022,0.000995,-0.000145,-0.022513,-0.022513,-0.022513,0.109830,0.109830,0,rest,0.000000,,,,,,0.037000
0.466000,1214760,-0.020185,-0.023493,0.029544,0.458274,0.888320,0.971678,-0.235799,0.015453,0.001034,-0.000114,-0.020185,-0.020185,-0.020185,0.171043,0.171043,0,rest,0.000000,,,,,,0.020000
0.482000,1214776,-0.016749,-0.020647,0.030304,0.469212,0.882566,0.970197,-0.241796,0.015879,0.001050,-0.000131,-0.016749,-0.016749,-0.016749,0.205281,0.205281,0,rest,0.000000,,,,,,0.016000
0.499000,1214793,-0.013430,-0.016541,0.031036,0.479570,0.876954,0.968750,-0.247502,0.016291,0.001068,-0.000110,-0.013430,-0.013430,-0.013430,0.121665,0.121665,0,rest,0.000000,,,,,,0.017000
0.516000,1214810,-0.012612,-0.013421,0.031633,0.489339,0.871520,0.967346,-0.252910,0.016637,0.001096,-0.000110,-0.012612,-0.012612,-0.012612,0.050958,0.050958,0,rest,0.000000,,,,,,0.017000
0.566000,1214860,-0.009643,-0.010732,0.032116,0.498239,0.866445,0.966034,-0.257857,0.016945,0.001209,-0.000170,-0.009643,-0.009643,-0.009643,0.114540,0.114540,0,rest,0.000000,,,,,,0.050000
0.588000,1214882,-0.006589,-0.007446,0.032670,0.506879,0.861398,0.964727,-0.262683,0.017277,0.001264,-0.000141,-0.006589,-0.006589,-0.006589,0.100468,0.100468,0,rest,0.000000,,,,,,0.022000
0.605000,1214899,-0.005385,-0.003735,0.033234,0.515122,0.856472,0.963449,-0.267309,0.017606,0.001293,-0.000136,-0.005385,-0.005385,-0.005385,0.074373,0.074373,0,rest,0.000000,,,,,,0.017000
0.638000,1214932,-0.002704,0.000382,0.033652,0.522761,0.851815,0.962240,-0.271612,0.017872,0.001369,-0.000136,-0.002704,-0.002704,-0.002704,0.036992,0.036992,0,rest,0.000000,,,,,,0.033000
0.655000,1214949,-0.002463,0.005119,0.034131,0.530152,0.847216,0.961044,-0.275794,0.018162,0.001410,-0.000142,-0.002463,-0.002463,-0.002463,0.023978,0.023978,0,rest,0.000000,,,,,,0.017000
0.671000,1214965,-0.001932,0.008136,0.034596,0.537117,0.842798,0.959894,-0.279752,0.018442,0.001447,-0.000166,-0.001932,-0.001932,-0.001932,0.041579,0.041579,0,rest,0.000000,,,,,,0.016000
0.708000,1215002,0.000325,0.009299,0.035038,0.543483,0.838689,0.958823,-0.283381,0.018731,0.001554,-0.000149,0.000325,0.000325,0.000325,0.076188,0.076188,0,rest,0.000000,,,,,,0.037000
0.724000,1215018,0.001649,0.009913,0.035478,0.549659,0.834635,0.957766,-0.286917,0.018997,0.001587,-0.000133,0.001649,0.001649,0.001649,0.091777,0.091777,0,rest,0.000000,,,,,,0.016000
0.740000,1215034,0.003262,0.009389,0.035871,0.555514,0.830733,0.956746,-0.290282,0.019239,0.001624,-0.000143,0.003262,0.003262,0.003262,0.088996,0.088996,0,rest,0.000000,,,,,,0.016000
0.756000,1215050,0.004497,0.009053,0.036272,0.561058,0.826981,0.955766,-0.293479,0.019484,0.001657,-0.000143,0.004497,0.004497,0.004497,0.063844,0.063844,0,rest,0.000000,,,,,,0.016000
0.773000,1215067,0.005341,0.009064,0.036648,0.566287,0.823393,0.954827,-0.296504,0.019714,0.001684,-0.000137,0.005341,0.005341,0.005341,0.028573,0.028573,0,rest,0.000000,,,,,,0.017000
0.794000,1215088,0.005394,0.008291,0.036995,0.571205,0.819974,0.953931,-0.299360,0.019928,0.001710,-0.000156,0.005394,0.005394,0.005394,0.037152,0.037152,0,rest,0.000000,,,,,,0.021000
0.810000,1215104,0.006411,0.007054,0.037288,0.575898,0.816671,0.953065,-0.302093,0.020117,0.001751,-0.000167,0.006411,0.006411,0.006411,0.048654,0.048654,0,rest,0.000000,,,,,,0.016000
0.828000,1215122,0.006985,0.006277,0.037584,0.580343,0.813505,0.952234,-0.304689,0.020309,0.001794,-0.000144,0.006985,0.006985,0.006985,0.028246,0.028246,0,rest,0.000000,,,,,,0.018000
0.878000,1215172,0.007889,0.005925,0.037801,0.584338,0.810629,0.951478,-0.307028,0.020477,0.001900,-0.000116,0.007889,0.007889,0.007889,-0.009442,-0.009442,0,rest,0.000000,,,,,,0.050000
0.894000,1215188,0.007597,0.005805,0.038087,0.588397,0.807675,0.950702,-0.309412,0.020658,0.001927,-0.000117,0.007597,0.007597,0.007597,0.010207,0.010207,0,rest,0.000000,,,,,,0.016000
0.911000,1215205,0.008284,0.006150,0.038326,0.592195,0.804883,0.949967,-0.311649,0.020816,0.001961,-0.000127,0.008284,0.008284,0.008284,0.041503,0.041503,0,rest,0.000000,,,,,,0.017000
0.944000,1215238,0.009722,0.006198,0.038530,0.595658,0.802314,0.949291,-0.313693,0.020970,0.002046,-0.000134,0.009722,0.009722,0.009722,-0.016289,-0.016289,0,rest,0.000000,,,,,,0.033000
0.965000,1215259,0.008580,0.005946,0.038791,0.598991,0.799816,0.948632,-0.315666,0.021142,0.002090,-0.000135,0.008580,0.008580,0.008580,-0.049862,-0.049862,0,rest,0.000000,,,,,,0.021000
0.981000,1215275,0.007837,0.005986,0.038991,0.602211,0.797385,0.947991,-0.317577,0.021276,0.002123,-0.000130,0.007837,0.007837,0.007837,0.039448,0.039448,0,rest,0.000000,,,,,,0.016000
0.998000,1215292,0.010059,0.006175,0.039156,0.605298,0.795035,0.947372,-0.319413,0.021391,0.002153,-0.000133,0.010059,0.010059,0.010059,0.060931,0.060931,0,rest,0.000000,,,,,,0.017000
1.015000,1215309,0.009909,0.006396,0.039350,0.608231,0.792784,0.946777,-0.321161,0.021519,0.002176,-0.000133,0.009909,0.009909,0.009909,-0.058934,-0.058934,0,rest,0.000000,,,,,,0.017000
1.031000,1215325,0.008211,0.006720,0.039522,0.610985,0.790655,0.946215,-0.322807,0.021638,0.002208,-0.000117,0.008211,0.008211,0.008211,0.016970,0.016970,0,rest,0.000000,,,,,,0.016000
1.048000,1215342,0.010723,0.007123,0.039690,0.613535,0.788670,0.945690,-0.324333,0.021753,0.002241,-0.000162,0.010723,0.010723,0.010723,0.067599,0.067599,0,rest,0.000000,,,,,,0.017000
1.068000,1215362,0.010189,0.007602,0.039893,0.615943,0.786780,0.945190,-0.325777,0.021886,0.002272,-0.000154,0.010189,0.010189,0.010189,0.001461,0.001461,0,rest,0.000000,,,,,,0.020000
1.084000,1215378,0.010573,0.008414,0.040037,0.618271,0.784945,0.944705,-0.327176,0.021988,0.002304,-0.000130,0.010573,0.010573,0.010573,0.012239,0.012239,0,rest,0.000000,,,,,,0.016000
1.116000,1215410,0.010214,0.009580,0.040139,0.620344,0.783302,0.944270,-0.328423,0.022085,0.002389,-0.000169,0.010214,0.010214,0.010214,-0.008071,-0.008071,0,rest,0.000000,,,,,,0.032000
1.134000,1215428,0.010100,0.010990,0.040280,0.622442,0.781629,0.943827,-0.329687,0.022188,0.002432,-0.000145,0.010100,0.010100,0.010100,0.035759,0.035759,0,rest,0.000000,,,,,,0.018000
1.155000,1215449,0.011882,0.012716,0.040393,0.624447,0.780022,0.943401,-0.330897,0.022273,0.002465,-0.000120,0.011882,0.011882,0.011882,0.003701,0.003701,0,rest,0.000000,,,,,,0.021000
1.171000,1215465,0.010952,0.013746,0.040536,0.626310,0.778519,0.943002,-0.332024,0.022373,0.002501,-0.000169,0.010952,0.010952,0.010952,-0.019009,-0.019009,0,rest,0.000000,,,,,,0.016000
1.188000,1215482,0.011335,0.013990,0.040671,0.628121,0.777052,0.942613,-0.333120,0.022471,0.002539,-0.000156,0.011335,0.011335,0.011335,0.024149,0.024149,0,rest,0.000000,,,,,,0.017000
1.205000,1215499,0.011773,0.013989,0.040803,0.629831,0.775659,0.942244,-0.334157,0.022563,0.002569,-0.000139,0.011773,0.011773,0.011773,0.009841,0.009841,0,rest,0.000000,,,,,,0.017000
1.238000,1215532,0.011078,0.013468,0.040855,0.631374,0.774402,0.941910,-0.335093,0.022627,0.002642,-0.000117,0.011078,0.011078,0.011078,0.014238,0.014238,0,rest,0.000000,,,,,,0.033000
1.255000,1215549,0.011629,0.013005,0.040965,0.632933,0.773122,0.941570,-0.336041,0.022708,0.002674,-0.000109,0.011629,0.011629,0.011629,-0.005961,-0.005961,0,rest,0.000000,,,,,,0.017000
