time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
0.000000,343990,-1.000000,-0.964133,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-84.787714,-84.787714,0,rest,0.000000,,,,,,
0.012000,344002,0.017453,0.017456,0.001653,0.006112,0.999980,0.999995,-0.003056,0.000827,0.000026,-0.000156,-0.017453,0.017453,-0.017453,-49.721061,-49.721061,0,rest,0.000000,,,,,,0.012000
0.029000,344019,0.018189,0.041063,0.003203,0.011874,0.999924,0.999981,-0.005937,0.001602,0.000062,-0.000156,-0.018189,0.018189,-0.018189,-0.095600,-0.095600,0,rest,0.000000,,,,,,0.017000
0.043000,344033,0.020130,0.012290,0.004733,0.017474,0.999836,0.999959,-0.008737,0.002368,0.000091,-0.000156,-0.020130,0.020130,-0.020130,-0.062260,-0.062260,0,rest,0.000000,,,,,,0.014000
0.060000,344050,0.019611,0.009137,0.006135,0.022702,0.999723,0.999931,-0.011352,0.003069,0.000128,-0.000156,-0.019611,0.019611,-0.019611,0.023968,0.023968,0,rest,0.000000,,,,,,0.017000
0.079000,344069,0.019295,0.015721,0.007406,0.027597,0.999592,0.999898,-0.013799,0.003706,0.000168,-0.000182,-0.019295,0.019295,-0.019295,-0.005696,-0.005696,0,rest,0.000000,,,,,,0.019000
0.102000,344092,0.020048,0.005025,0.008633,0.032225,0.999443,0.999861,-0.016114,0.004321,0.000230,-0.000182,-0.020048,0.020048,-0.020048,-0.113840,-0.113840,0,rest,0.000000,,,,,,0.023000
0.116000,344106,0.022333,0.028765,0.009873,0.036757,0.999275,0.999819,-0.018381,0.004942,0.000259,-0.000156,-0.022333,0.022333,-0.022333,-0.050722,-0.050722,0,rest,0.000000,,,,,,0.014000
0.133000,344123,0.020873,0.031669,0.011006,0.041004,0.999098,0.999775,-0.020505,0.005510,0.000287,-0.000156,-0.020873,0.020873,-0.020873,0.100165,0.100165,0,rest,0.000000,,,,,,0.017000
0.150000,344140,0.018927,0.029227,0.012098,0.045012,0.998913,0.999728,-0.022510,0.006058,0.000314,-0.000182,-0.018927,0.018927,-0.018927,0.039521,0.039521,0,rest,0.000000,,,,,,0.017000
0.169000,344159,0.019768,0.025885,0.013108,0.048820,0.998722,0.999680,-0.024416,0.006565,0.000354,-0.000182,-0.019768,0.019768,-0.019768,-0.057281,-0.057281,0,rest,0.000000,,,,,,0.019000
0.190000,344180,0.021273,0.017796,0.014046,0.052484,0.998523,0.999631,-0.026249,0.007036,0.000388,-0.000132,-0.021273,0.021273,-0.021273,-0.034686,-0.034686,0,rest,0.000000,,,,,,0.021000
0.206000,344196,0.021377,0.016304,0.015027,0.056029,0.998316,0.999579,-0.028023,0.007528,0.000422,-0.000148,-0.021377,0.021377,-0.021377,-0.030116,-0.030116,0,rest,0.000000,,,,,,0.016000
0.226000,344216,0.022570,0.022342,0.015930,0.059310,0.998112,0.999528,-0.029665,0.007983,0.000475,-0.000156,-0.022570,0.022570,-0.022570,-0.048126,-0.048126,0,rest,0.000000,,,,,,0.020000
0.245000,344235,0.023277,0.021882,0.016774,0.062435,0.997908,0.999477,-0.031229,0.008408,0.000515,-0.000156,-0.023277,0.023277,-0.023277,-0.115111,-0.115111,0,rest,0.000000,,,,,,0.019000
0.264000,344254,0.026944,0.017020,0.017606,0.065411,0.997703,0.999425,-0.032719,0.008826,0.000555,-0.000156,-0.026944,0.026944,-0.026944,-0.124879,-0.124879,0,rest,0.000000,,,,,,0.019000
0.282000,344272,0.028030,0.016252,0.018362,0.068249,0.997499,0.999374,-0.034140,0.009207,0.000593,-0.000182,-0.028030,0.028030,-0.028030,0.098545,0.098545,0,rest,0.000000,,,,,,0.018000
0.300000,344290,0.023397,0.017755,0.019124,0.070927,0.997298,0.999324,-0.035481,0.009591,0.000641,-0.000182,-0.023397,0.023397,-0.023397,0.151229,0.151229,0,rest,0.000000,,,,,,0.018000
0.315000,344305,0.022455,0.018340,0.019896,0.073480,0.997098,0.999274,-0.036760,0.009980,0.000679,-0.000202,-0.022455,0.022455,-0.022455,0.055615,0.055615,0,rest,0.000000,,,,,,0.015000
0.335000,344325,0.021534,0.019123,0.020597,0.075799,0.996910,0.999227,-0.037921,0.010334,0.000731,-0.000202,-0.021534,0.021534,-0.021534,-0.031050,-0.031050,0,rest,0.000000,,,,,,0.020000
0.353000,344343,0.023342,0.021094,0.021201,0.078124,0.996718,0.999179,-0.039086,0.010639,0.000770,-0.000182,-0.023342,0.023342,-0.023342,-0.040074,-0.040074,0,rest,0.000000,,,,,,0.018000
0.370000,344360,0.023054,0.024013,0.021790,0.080353,0.996528,0.999131,-0.040202,0.010937,0.000806,-0.000156,-0.023054,0.023054,-0.023054,-0.023236,-0.023236,0,rest,0.000000,,,,,,0.017000
0.387000,344377,0.024132,0.025317,0.022336,0.082375,0.996351,0.999087,-0.041216,0.011213,0.000851,-0.000174,-0.024132,0.024132,-0.024132,-0.047301,-0.047301,0,rest,0.000000,,,,,,0.017000
0.408000,344398,0.024707,0.024935,0.022836,0.084316,0.996177,0.999043,-0.042188,0.011467,0.000908,-0.000174,-0.024707,0.024707,-0.024707,-0.005928,-0.005928,0,rest,0.000000,,,,,,0.021000
0.427000,344417,0.024451,0.024137,0.023346,0.086114,0.996012,0.999002,-0.043089,0.011726,0.000958,-0.000183,-0.024451,0.024451,-0.024451,-0.093984,-0.093984,0,rest,0.000000,,,,,,0.019000
0.442000,344432,0.027133,0.022282,0.023806,0.087923,0.995843,0.998960,-0.043995,0.011959,0.000998,-0.000157,-0.027133,0.027133,-0.027133,-0.077370,-0.077370,0,rest,0.000000,,,,,,0.015000
0.458000,344448,0.026640,0.022194,0.024240,0.089657,0.995678,0.998918,-0.044865,0.012180,0.001042,-0.000157,-0.026640,0.026640,-0.026640,0.094441,0.094441,0,rest,0.000000,,,,,,0.016000
0.475000,344465,0.023885,0.024154,0.024701,0.091222,0.995524,0.998880,-0.045649,0.012413,0.001077,-0.000156,-0.023885,0.023885,-0.023885,0.094003,0.094003,0,rest,0.000000,,,,,,0.017000
0.492000,344482,0.023444,0.026274,0.025108,0.092751,0.995373,0.998842,-0.046415,0.012620,0.001113,-0.000124,-0.023444,0.023444,-0.023444,-0.004773,-0.004773,0,rest,0.000000,,,,,,0.017000
0.511000,344501,0.024187,0.029283,0.025505,0.094210,0.995226,0.998805,-0.047146,0.012822,0.001153,-0.000133,-0.024187,0.024187,-0.024187,-0.055318,-0.055318,0,rest,0.000000,,,,,,0.019000
0.534000,344524,0.025910,0.030836,0.025840,0.095457,0.995098,0.998773,-0.047771,0.012993,0.001202,-0.000193,-0.025910,0.025910,-0.025910,0.026164,0.026164,0,rest,0.000000,,,,,,0.023000
0.550000,344540,0.024367,0.030591,0.026158,0.096781,0.994962,0.998739,-0.048436,0.013156,0.001237,-0.000157,-0.024367,0.024367,-0.024367,-0.014016,-0.014016,0,rest,0.000000,,,,,,0.016000
0.566000,344556,0.026359,0.030262,0.026517,0.098044,0.994829,0.998706,-0.049068,0.013339,0.001288,-0.000134,-0.026359,0.026359,-0.026359,-0.029935,-0.029935,0,rest,0.000000,,,,,,0.016000
0.582000,344572,0.025325,0.029204,0.026859,0.099233,0.994702,0.998674,-0.049664,0.013514,0.001330,-0.000157,-0.025325,0.025325,-0.025325,0.029867,0.029867,0,rest,0.000000,,,,,,0.016000
0.602000,344592,0.025596,0.028469,0.027121,0.100329,0.994585,0.998644,-0.050214,0.013648,0.001373,-0.000157,-0.025596,0.025596,-0.025596,0.017799,0.017799,0,rest,0.000000,,,,,,0.020000
0.620000,344610,0.024767,0.028264,0.027408,0.101386,0.994470,0.998615,-0.050744,0.013795,0.001412,-0.000157,-0.024767,0.024767,-0.024767,0.032320,0.032320,0,rest,0.000000,,,,,,0.018000
0.637000,344627,0.024438,0.027540,0.027722,0.102396,0.994357,0.998587,-0.051250,0.013955,0.001456,-0.000157,-0.024438,0.024438,-0.024438,-0.007882,-0.007882,0,rest,0.000000,,,,,,0.017000
0.662000,344652,0.025637,0.026573,0.027944,0.103255,0.994262,0.998563,-0.051680,0.014070,0.001509,-0.000157,-0.025637,0.025637,-0.025637,0.017544,0.017544,0,rest,0.000000,,,,,,0.025000
