time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
0.000000,368191,-1.000000,-0.959836,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-14.155860,-14.155860,0,rest,0.000000,,,,,,
0.016000,368207,-0.773506,-0.764794,0.002416,-0.070664,0.997497,0.999374,0.035354,0.001208,0.000036,-0.000162,0.773506,-0.773506,0.773506,-9.137176,-9.137176,0,rest,0.000000,,,,,,0.016000
0.033000,368224,-0.708824,-0.674988,0.004668,-0.137485,0.990493,0.997620,0.068907,0.002335,0.000072,-0.000143,0.708824,-0.708824,0.708824,-3.726444,-3.726444,0,rest,0.000000,,,,,,0.017000
0.050000,368241,-0.646807,-0.650627,0.006735,-0.200365,0.979698,0.994912,0.100695,0.003374,0.000107,-0.000142,0.646807,-0.646807,0.646807,-3.003128,-3.003128,0,rest,0.000000,,,,,,0.017000
0.100000,368291,-0.591494,-0.588613,0.008503,-0.259706,0.965650,0.991375,0.130984,0.004262,0.000203,-0.000140,0.591494,-0.591494,0.591494,-2.583468,-2.583468,0,rest,0.000000,,,,,,0.050000
0.117000,368308,-0.539037,-0.536171,0.010332,-0.314865,0.949080,0.987188,0.159477,0.005194,0.000240,-0.000139,0.539037,-0.539037,0.539037,-2.733895,-2.733895,0,rest,0.000000,,,,,,0.017000
0.138000,368329,-0.490752,-0.485472,0.012074,-0.366334,0.930405,0.982447,0.186441,0.006088,0.000299,-0.000136,0.490752,-0.490752,0.490752,-2.536093,-2.536093,0,rest,0.000000,,,,,,0.021000
0.154000,368345,-0.447288,-0.431872,0.013768,-0.414122,0.910117,0.977271,0.211879,0.006966,0.000359,-0.000162,0.447288,-0.447288,0.447288,-2.639015,-2.639015,0,rest,0.000000,,,,,,0.016000
0.171000,368362,-0.403824,-0.396725,0.015299,-0.458450,0.888588,0.971748,0.235893,0.007773,0.000408,-0.000161,0.403824,-0.403824,0.403824,-2.245396,-2.245396,0,rest,0.000000,,,,,,0.017000
0.188000,368379,-0.370944,-0.379556,0.016680,-0.499563,0.866117,0.965949,0.258591,0.008513,0.000451,-0.000161,0.370944,-0.370944,0.370944,-1.672875,-1.672875,0,rest,0.000000,,,,,,0.017000
0.221000,368412,-0.332475,-0.351494,0.017991,-0.537768,0.842901,0.959922,0.280115,0.009214,0.000538,-0.000162,0.332475,-0.332475,0.332475,-1.647213,-1.647213,0,rest,0.000000,,,,,,0.033000
0.237000,368428,-0.302384,-0.315078,0.019230,-0.572935,0.819375,0.953775,0.300357,0.009897,0.000585,-0.000161,0.302384,-0.302384,0.302384,-1.744332,-1.744332,0,rest,0.000000,,,,,,0.016000
0.253000,368444,-0.276656,-0.285387,0.020325,-0.605386,0.795672,0.947542,0.319458,0.010512,0.000631,-0.000160,0.276656,-0.276656,0.276656,-1.370614,-1.370614,0,rest,0.000000,,,,,,0.016000
0.285000,368476,-0.247990,-0.257297,0.021253,-0.635495,0.771812,0.941226,0.337597,0.011035,0.000711,-0.000188,0.247990,-0.247990,0.247990,-1.282659,-1.282659,0,rest,0.000000,,,,,,0.032000
0.301000,368492,-0.224373,-0.231538,0.022188,-0.663019,0.748274,0.934953,0.354582,0.011585,0.000741,-0.000161,0.224373,-0.224373,0.224373,-1.344319,-1.344319,0,rest,0.000000,,,,,,0.016000
0.317000,368508,-0.204972,-0.209611,0.023017,-0.688377,0.724988,0.928705,0.370621,0.012084,0.000773,-0.000188,0.204972,-0.204972,0.204972,-1.244556,-1.244556,0,rest,0.000000,,,,,,0.016000
0.333000,368524,-0.184547,-0.187922,0.023803,-0.711734,0.702046,0.922509,0.385771,0.012563,0.000808,-0.000188,0.184547,-0.184547,0.184547,-1.121398,-1.121398,0,rest,0.000000,,,,,,0.016000
0.353000,368544,-0.165998,-0.166927,0.024507,-0.733254,0.679513,0.916382,0.400093,0.013009,0.000830,-0.000189,0.165998,-0.165998,0.165998,-0.792175,-0.792175,0,rest,0.000000,,,,,,0.020000
0.374000,368565,-0.152345,-0.149906,0.025162,-0.753026,0.657509,0.910359,0.413600,0.013432,0.000854,-0.000161,0.152345,-0.152345,0.152345,-0.756179,-0.756179,0,rest,0.000000,,,,,,0.021000
0.390000,368581,-0.138953,-0.136517,0.025740,-0.771189,0.636086,0.904457,0.426340,0.013821,0.000866,-0.000160,0.138953,-0.138953,0.138953,-0.842932,-0.842932,0,rest,0.000000,,,,,,0.016000
0.407000,368598,-0.124516,-0.125523,0.026288,-0.787884,0.615262,0.898682,0.438369,0.014191,0.000892,-0.000188,0.124516,-0.124516,0.124516,-0.751337,-0.751337,0,rest,0.000000,,,,,,0.017000
0.424000,368615,-0.113408,-0.117542,0.026795,-0.803228,0.595069,0.893047,0.449727,0.014548,0.000902,-0.000190,0.113408,-0.113408,0.113408,-0.571212,-0.571212,0,rest,0.000000,,,,,,0.017000
0.490000,368681,-0.096770,-0.108267,0.027022,-0.817705,0.575002,0.887412,0.460741,0.014724,0.000965,-0.000188,0.096770,-0.096770,0.096770,-0.135117,-0.135117,0,rest,0.000000,,,,,,0.066000
0.532000,368723,-0.094221,-0.097244,0.027392,-0.830802,0.555893,0.882012,0.470987,0.014981,0.001024,-0.000163,0.094221,-0.094221,0.094221,-0.481749,-0.481749,0,rest,0.000000,,,,,,0.042000
0.549000,368740,-0.083134,-0.086955,0.027812,-0.842660,0.537727,0.876848,0.480524,0.015280,0.001057,-0.000163,0.083134,-0.083134,0.083134,-0.512244,-0.512244,0,rest,0.000000,,,,,,0.017000
0.582000,368773,-0.075194,-0.076217,0.028129,-0.853691,0.520020,0.871785,0.489642,0.015514,0.001102,-0.000192,0.075194,-0.075194,0.075194,-0.326043,-0.326043,0,rest,0.000000,,,,,,0.033000
0.599000,368790,-0.068903,-0.067034,0.028427,-0.863697,0.503208,0.866950,0.498144,0.015752,0.001120,-0.000164,0.068903,-0.068903,0.068903,-0.400855,-0.400855,0,rest,0.000000,,,,,,0.017000
0.615000,368806,-0.062026,-0.059613,0.028697,-0.872924,0.487012,0.862267,0.506200,0.015974,0.001135,-0.000192,0.062026,-0.062026,0.062026,-0.485301,-0.485301,0,rest,0.000000,,,,,,0.016000
0.632000,368823,-0.052774,-0.051930,0.028953,-0.881401,0.471480,0.857752,0.513807,0.016186,0.001154,-0.000165,0.052774,-0.052774,0.052774,-0.333424,-0.333424,0,rest,0.000000,,,,,,0.017000
0.652000,368843,-0.051066,-0.044405,0.029233,-0.889217,0.456551,0.853390,0.521014,0.016401,0.001191,-0.000162,0.051066,-0.051066,0.051066,-0.183257,-0.183257,0,rest,0.000000,,,,,,0.020000
0.674000,368865,-0.044666,-0.038470,0.029456,-0.896400,0.442266,0.849195,0.527818,0.016578,0.001232,-0.000167,0.044666,-0.044666,0.044666,-0.249372,-0.249372,0,rest,0.000000,,,,,,0.022000
0.690000,368881,-0.041159,-0.033954,0.029666,-0.902955,0.428709,0.845194,0.534195,0.016753,0.001261,-0.000171,0.041159,-0.041159,0.041159,-0.275708,-0.275708,0,rest,0.000000,,,,,,0.016000
0.707000,368898,-0.035451,-0.030417,0.029907,-0.908994,0.415736,0.841348,0.540227,0.016936,0.001305,-0.000150,0.035451,-0.035451,0.035451,-0.259060,-0.259060,0,rest,0.000000,,,,,,0.017000
0.724000,368915,-0.032351,-0.028138,0.030116,-0.914585,0.403271,0.837636,0.545960,0.017106,0.001336,-0.000138,0.032351,-0.032351,0.032351,-0.130588,-0.130588,0,rest,0.000000,,,,,,0.017000
0.757000,368948,-0.031358,-0.025748,0.030274,-0.919820,0.391172,0.834017,0.551468,0.017234,0.001386,-0.000144,0.031358,-0.031358,0.031358,-0.135786,-0.135786,0,rest,0.000000,,,,,,0.033000
