time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
0.000000,140312,-1.000000,-0.952827,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,63.869958,63.869958,0,rest,0.000000,,,,,,
0.016000,140328,0.021919,0.022033,0.001616,0.004072,0.999990,0.999998,-0.002036,0.000808,0.000034,-0.000273,0.021919,0.021919,0.021919,27.418500,27.418500,0,rest,0.000000,,,,,,0.016000
0.028000,140340,0.022878,0.052846,0.003083,0.007933,0.999964,0.999991,-0.003966,0.001542,0.000066,-0.000273,0.022878,0.022878,0.022878,0.073936,0.073936,0,rest,0.000000,,,,,,0.012000
0.048000,140360,0.024158,0.013078,0.004483,0.011487,0.999924,0.999981,-0.005744,0.002242,0.000130,-0.000259,0.024158,0.024158,0.024158,-0.022933,-0.022933,0,rest,0.000000,,,,,,0.020000
0.067000,140379,0.022153,0.009029,0.005823,0.014936,0.999871,0.999968,-0.007468,0.002913,0.000181,-0.000265,0.022153,0.022153,0.022153,-0.007485,-0.007485,0,rest,0.000000,,,,,,0.019000
0.086000,140398,0.023874,0.016508,0.007136,0.018165,0.999810,0.999952,-0.009082,0.003570,0.000241,-0.000265,0.023874,0.023874,0.023874,0.067201,0.067201,0,rest,0.000000,,,,,,0.019000
0.105000,140417,0.024707,0.006444,0.008388,0.021278,0.999738,0.999935,-0.010638,0.004197,0.000292,-0.000232,0.024707,0.024707,0.024707,0.011249,0.011249,0,rest,0.000000,,,,,,0.019000
0.128000,140440,0.024058,0.032071,0.009579,0.024075,0.999664,0.999916,-0.012037,0.004794,0.000365,-0.000265,0.024058,0.024058,0.024058,-0.049409,-0.049409,0,rest,0.000000,,,,,,0.023000
0.144000,140456,0.023031,0.037187,0.010755,0.026850,0.999582,0.999895,-0.013424,0.005384,0.000416,-0.000258,0.023031,0.023031,0.023031,-0.037775,-0.037775,0,rest,0.000000,,,,,,0.016000
0.161000,140473,0.022865,0.037093,0.011770,0.029532,0.999495,0.999874,-0.014765,0.005893,0.000461,-0.000265,0.022865,0.022865,0.022865,0.035553,0.035553,0,rest,0.000000,,,,,,0.017000
0.180000,140492,0.024503,0.033333,0.012744,0.032055,0.999405,0.999851,-0.016026,0.006381,0.000522,-0.000264,0.024503,0.024503,0.024503,-0.048990,-0.048990,0,rest,0.000000,,,,,,0.019000
0.199000,140511,0.021004,0.021463,0.013661,0.034449,0.999313,0.999828,-0.017223,0.006842,0.000583,-0.000283,0.021004,0.021004,0.021004,0.144321,0.144321,0,rest,0.000000,,,,,,0.019000
0.217000,140529,0.029203,0.017724,0.014541,0.036776,0.999218,0.999804,-0.018387,0.007284,0.000651,-0.000251,0.029203,0.029203,0.029203,0.223407,0.223407,0,rest,0.000000,,,,,,0.018000
0.239000,140551,0.027877,0.022391,0.015226,0.038900,0.999127,0.999781,-0.019449,0.007629,0.000734,-0.000231,0.027877,0.027877,0.027877,-0.611251,-0.611251,0,rest,0.000000,,,,,,0.022000
0.250000,140562,0.018123,0.020452,0.016027,0.041073,0.999028,0.999757,-0.020535,0.008031,0.000770,-0.000240,0.018123,0.018123,0.018123,-0.293883,-0.293883,0,rest,0.000000,,,,,,0.011000
0.267000,140579,0.028702,0.014875,0.016913,0.043086,0.998928,0.999732,-0.021542,0.008476,0.000823,-0.000231,0.028702,0.028702,0.028702,0.075780,0.075780,0,rest,0.000000,,,,,,0.017000
0.284000,140596,0.020699,0.014439,0.017698,0.044948,0.998833,0.999708,-0.022473,0.008872,0.000877,-0.000264,0.020699,0.020699,0.020699,-0.062351,-0.062351,0,rest,0.000000,,,,,,0.017000
0.301000,140613,0.026582,0.017537,0.018262,0.046729,0.998741,0.999685,-0.023363,0.009156,0.000933,-0.000251,0.026582,0.026582,0.026582,0.186143,0.186143,0,rest,0.000000,,,,,,0.017000
0.318000,140630,0.027028,0.018689,0.018785,0.048431,0.998650,0.999662,-0.024214,0.009420,0.000989,-0.000251,0.027028,0.027028,0.027028,-0.088565,-0.088565,0,rest,0.000000,,,,,,0.017000
0.339000,140651,0.022191,0.019013,0.019479,0.049940,0.998562,0.999640,-0.024968,0.009769,0.001066,-0.000231,0.022191,0.022191,0.022191,0.243280,0.243280,0,rest,0.000000,,,,,,0.021000
0.356000,140668,0.032844,0.021030,0.020091,0.051504,0.998471,0.999617,-0.025751,0.010078,0.001120,-0.000231,0.032844,0.032844,0.032844,-0.265510,-0.265510,0,rest,0.000000,,,,,,0.017000
0.370000,140682,0.018841,0.024025,0.020662,0.053063,0.998377,0.999594,-0.026530,0.010366,0.001172,-0.000231,0.018841,0.018841,0.018841,-0.481792,-0.481792,0,rest,0.000000,,,,,,0.014000
0.387000,140699,0.021353,0.025395,0.021197,0.054549,0.998286,0.999571,-0.027273,0.010637,0.001227,-0.000201,0.021353,0.021353,0.021353,0.233610,0.233610,0,rest,0.000000,,,,,,0.017000
0.406000,140718,0.027614,0.025224,0.021731,0.055771,0.998207,0.999551,-0.027884,0.010906,0.001297,-0.000209,0.027614,0.027614,0.027614,0.047798,0.047798,0,rest,0.000000,,,,,,0.019000
0.423000,140735,0.024141,0.024476,0.022238,0.057009,0.998126,0.999530,-0.028503,0.011163,0.001351,-0.000201,0.024141,0.024141,0.024141,-0.065847,-0.065847,0,rest,0.000000,,,,,,0.017000
0.441000,140753,0.025594,0.022535,0.022709,0.058130,0.998051,0.999512,-0.029063,0.011401,0.001418,-0.000200,0.025594,0.025594,0.025594,0.080224,0.080224,0,rest,0.000000,,,,,,0.018000
0.464000,140776,0.027425,0.022501,0.023156,0.059158,0.997980,0.999494,-0.029577,0.011628,0.001491,-0.000224,0.027425,0.027425,0.027425,-0.136022,-0.136022,0,rest,0.000000,,,,,,0.023000
0.476000,140788,0.024443,0.024613,0.023620,0.060357,0.997897,0.999473,-0.030176,0.011862,0.001523,-0.000194,0.024443,0.024443,0.024443,-0.194889,-0.194889,0,rest,0.000000,,,,,,0.012000
0.493000,140805,0.022421,0.026874,0.024005,0.061413,0.997824,0.999455,-0.030705,0.012057,0.001568,-0.000166,0.022421,0.022421,0.022421,-0.016556,-0.016556,0,rest,0.000000,,,,,,0.017000
0.511000,140823,0.024074,0.030055,0.024397,0.062380,0.997754,0.999437,-0.031188,0.012256,0.001616,-0.000194,0.024074,0.024074,0.024074,-0.037586,-0.037586,0,rest,0.000000,,,,,,0.018000
0.527000,140839,0.021632,0.031727,0.024748,0.063311,0.997687,0.999420,-0.031653,0.012434,0.001667,-0.000200,0.021632,0.021632,0.021632,0.045752,0.045752,0,rest,0.000000,,,,,,0.016000
0.544000,140856,0.025993,0.031529,0.025050,0.064218,0.997621,0.999404,-0.032107,0.012587,0.001713,-0.000209,0.025993,0.025993,0.025993,0.215903,0.215903,0,rest,0.000000,,,,,,0.017000
0.560000,140872,0.028836,0.031245,0.025381,0.065053,0.997559,0.999388,-0.032524,0.012756,0.001756,-0.000231,0.028836,0.028836,0.028836,0.057081,0.057081,0,rest,0.000000,,,,,,0.016000
0.577000,140889,0.027628,0.030206,0.025695,0.065802,0.997502,0.999374,-0.032898,0.012915,0.001810,-0.000257,0.027628,0.027628,0.027628,-0.219072,-0.219072,0,rest,0.000000,,,,,,0.017000
0.600000,140912,0.017983,0.029461,0.026026,0.066422,0.997452,0.999361,-0.033208,0.013084,0.001870,-0.000257,0.017983,0.017983,0.017983,0.129167,0.129167,0,rest,0.000000,,,,,,0.023000
0.616000,140928,0.026155,0.029222,0.026337,0.067199,0.997392,0.999346,-0.033596,0.013242,0.001920,-0.000231,0.026155,0.026155,0.026155,0.650507,0.650507,0,rest,0.000000,,,,,,0.016000
0.632000,140944,0.038799,0.028419,0.026561,0.067907,0.997338,0.999332,-0.033950,0.013356,0.001972,-0.000209,0.038799,0.038799,0.038799,-0.099161,-0.099161,0,rest,0.000000,,,,,,0.016000
0.649000,140961,0.021048,0.027325,0.026755,0.068552,0.997289,0.999320,-0.034272,0.013456,0.002028,-0.000231,0.021048,0.021048,0.021048,-0.675124,-0.675124,0,rest,0.000000,,,,,,0.017000
0.668000,140980,0.016058,0.026534,0.026918,0.069086,0.997247,0.999309,-0.034539,0.013541,0.002089,-0.000224,0.016058,0.016058,0.016058,0.208923,0.208923,0,rest,0.000000,,,,,,0.019000
0.687000,140999,0.028987,0.025972,0.027183,0.069658,0.997200,0.999298,-0.034824,0.013676,0.002149,-0.000230,0.028987,0.028987,0.028987,0.440241,0.440241,0,rest,0.000000,,,,,,0.019000
0.710000,141022,0.032424,0.025564,0.027440,0.070161,0.997158,0.999287,-0.035075,0.013808,0.002221,-0.000219,0.032424,0.032424,0.032424,-0.223216,-0.223216,0,rest,0.000000,,,,,,0.023000
0.726000,141038,0.024705,0.025439,0.027640,0.070696,0.997115,0.999276,-0.035342,0.013910,0.002273,-0.000194,0.024705,0.024705,0.024705,-0.209546,-0.209546,0,rest,0.000000,,,,,,0.016000
0.738000,141050,0.024646,0.025059,0.027861,0.071281,0.997067,0.999264,-0.035635,0.014023,0.002305,-0.000272,0.024646,0.024646,0.024646,0.137425,0.137425,0,rest,0.000000,,,,,,0.012000
0.758000,141070,0.032138,0.024420,0.028086,0.071703,0.997031,0.999255,-0.035845,0.014138,0.002368,-0.000272,0.032138,0.032138,0.032138,0.060863,0.060863,0,rest,0.000000,,,,,,0.020000
0.778000,141090,0.027081,0.023894,0.028196,0.072118,0.996997,0.999246,-0.036052,0.014196,0.002432,-0.000272,0.027081,0.027081,0.027081,-0.244407,-0.244407,0,rest,0.000000,,,,,,0.020000
