time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
0.000000,171606,-1.000000,-0.949713,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,64.191742,64.191742,0,rest,0.000000,,,,,,
0.016000,171622,0.027068,0.026658,0.000892,-0.000937,0.999999,1.000000,0.000469,0.000446,0.000034,-0.000181,0.027068,0.027068,0.027068,33.048246,33.048246,0,rest,0.000000,,,,,,0.016000
0.033000,171639,0.026359,0.058624,0.001683,-0.001804,0.999997,0.999999,0.000902,0.000841,0.000070,-0.000181,0.026359,0.026359,0.026359,-0.030970,-0.030970,0,rest,0.000000,,,,,,0.017000
0.050000,171656,0.026015,0.016382,0.002452,-0.002611,0.999994,0.999998,0.001306,0.001226,0.000098,-0.000181,0.026015,0.026015,0.026015,0.010384,0.010384,0,rest,0.000000,,,,,,0.017000
0.066000,171672,0.026642,0.011483,0.003192,-0.003317,0.999989,0.999997,0.001659,0.001596,0.000132,-0.000181,0.026642,0.026642,0.026642,0.024193,0.024193,0,rest,0.000000,,,,,,0.016000
0.085000,171691,0.026763,0.018215,0.003895,-0.004082,0.999984,0.999996,0.002041,0.001947,0.000172,-0.000155,0.026763,0.026763,0.026763,-0.072691,-0.072691,0,rest,0.000000,,,,,,0.019000
0.104000,171710,0.023880,0.007242,0.004601,-0.004818,0.999978,0.999994,0.002409,0.002300,0.000223,-0.000181,0.023880,0.023880,0.023880,-0.013792,-0.013792,0,rest,0.000000,,,,,,0.019000
0.121000,171727,0.025744,0.032225,0.005260,-0.005431,0.999971,0.999993,0.002716,0.002629,0.000268,-0.000209,0.025744,0.025744,0.025744,0.000682,0.000682,0,rest,0.000000,,,,,,0.017000
0.141000,171747,0.023193,0.038778,0.005853,-0.006079,0.999964,0.999991,0.003041,0.002926,0.000322,-0.000209,0.023193,0.023193,0.023193,0.019260,0.019260,0,rest,0.000000,,,,,,0.020000
0.158000,171764,0.025642,0.042489,0.006391,-0.006660,0.999957,0.999989,0.003331,0.003194,0.000358,-0.000209,0.025642,0.025642,0.025642,0.310074,0.310074,0,rest,0.000000,,,,,,0.017000
0.174000,171780,0.033103,0.038845,0.006899,-0.007235,0.999950,0.999987,0.003619,0.003448,0.000392,-0.000209,0.033103,0.033103,0.033103,0.161543,0.161543,0,rest,0.000000,,,,,,0.016000
0.195000,171801,0.028095,0.023473,0.007413,-0.007870,0.999942,0.999985,0.003937,0.003705,0.000425,-0.000181,0.028095,0.028095,0.028095,-0.253468,-0.253468,0,rest,0.000000,,,,,,0.021000
0.212000,171818,0.023580,0.018645,0.007928,-0.008381,0.999933,0.999983,0.004192,0.003962,0.000471,-0.000180,0.023580,0.023580,0.023580,-0.120585,-0.120585,0,rest,0.000000,,,,,,0.017000
0.233000,171839,0.024809,0.023610,0.008382,-0.008932,0.999925,0.999981,0.004468,0.004189,0.000527,-0.000180,0.024809,0.024809,0.024809,0.087638,0.087638,0,rest,0.000000,,,,,,0.021000
0.254000,171860,0.027261,0.021114,0.008793,-0.009489,0.999916,0.999979,0.004747,0.004394,0.000582,-0.000180,0.027261,0.027261,0.027261,0.034735,0.034735,0,rest,0.000000,,,,,,0.021000
0.266000,171872,0.027115,0.015004,0.009245,-0.009903,0.999908,0.999977,0.004954,0.004619,0.000608,-0.000146,0.027115,0.027115,0.027115,-0.046194,-0.046194,0,rest,0.000000,,,,,,0.012000
0.286000,171892,0.025056,0.014797,0.009654,-0.010375,0.999900,0.999975,0.005191,0.004824,0.000661,-0.000154,0.025056,0.025056,0.025056,-0.016082,-0.016082,0,rest,0.000000,,,,,,0.020000
