time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
0.000000,377346,-1.000000,-0.943870,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-85.643539,-85.643539,0,rest,0.000000,,,,,,
0.012000,377358,0.027722,0.027328,0.001246,-0.000538,0.999999,1.000000,0.000269,0.000623,0.000032,-0.000220,-0.027722,0.027722,-0.027722,-47.566221,-47.566221,0,rest,0.000000,,,,,,0.012000
0.027000,377373,0.027266,0.063121,0.002391,-0.001112,0.999997,0.999999,0.000556,0.001196,0.000064,-0.000220,-0.027266,0.027266,-0.027266,0.031823,0.031823,0,rest,0.000000,,,,,,0.015000
0.043000,377389,0.026733,0.015011,0.003489,-0.001639,0.999993,0.999998,0.000820,0.001745,0.000098,-0.000147,-0.026733,0.026733,-0.026733,0.035040,0.035040,0,rest,0.000000,,,,,,0.016000
0.062000,377408,0.026028,0.009947,0.004548,-0.002155,0.999987,0.999997,0.001078,0.002274,0.000149,-0.000147,-0.026028,0.026028,-0.026028,0.004007,0.004007,0,rest,0.000000,,,,,,0.019000
0.086000,377432,0.026935,0.017808,0.005561,-0.002714,0.999981,0.999995,0.001357,0.002780,0.000226,-0.000173,-0.026935,0.026935,-0.026935,-0.025282,-0.025282,0,rest,0.000000,,,,,,0.024000
0.102000,377448,0.027206,0.008282,0.006502,-0.003164,0.999974,0.999993,0.001583,0.003251,0.000260,-0.000181,-0.027206,0.027206,-0.027206,-0.005089,-0.005089,0,rest,0.000000,,,,,,0.016000
0.119000,377465,0.027079,0.035878,0.007457,-0.003600,0.999966,0.999991,0.001801,0.003728,0.000296,-0.000147,-0.027079,0.027079,-0.027079,0.053442,0.053442,0,rest,0.000000,,,,,,0.017000
0.136000,377482,0.025389,0.041702,0.008384,-0.003978,0.999957,0.999989,0.001990,0.004191,0.000332,-0.000147,-0.025389,0.025389,-0.025389,0.040769,0.040769,0,rest,0.000000,,,,,,0.017000
0.154000,377500,0.025772,0.040882,0.009261,-0.004343,0.999948,0.999987,0.002173,0.004630,0.000371,-0.000146,-0.025772,0.025772,-0.025772,-0.042388,-0.042388,0,rest,0.000000,,,,,,0.018000
0.173000,377519,0.027001,0.036387,0.010042,-0.004729,0.999938,0.999985,0.002367,0.005020,0.000411,-0.000146,-0.027001,0.027001,-0.027001,0.009774,0.009774,0,rest,0.000000,,,,,,0.019000
0.191000,377537,0.025556,0.023124,0.010807,-0.005110,0.999929,0.999982,0.002557,0.005402,0.000459,-0.000146,-0.025556,0.025556,-0.025556,0.065388,0.065388,0,rest,0.000000,,,,,,0.018000
