time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
0.000000,71187,-1.000000,-0.977013,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,64.010806,64.010806,0,rest,0.000000,,,,,,
0.016000,71203,0.024173,0.024082,0.001573,-0.001877,0.999997,0.999999,0.000939,0.000787,0.000043,-0.000131,0.024173,0.024173,0.024173,33.010193,33.010193,0,rest,0.000000,,,,,,0.016000
0.033000,71220,0.025398,0.039929,0.003110,-0.003621,0.999989,0.999997,0.001811,0.001555,0.000079,-0.000155,0.025398,0.025398,0.025398,-0.000954,-0.000954,0,rest,0.000000,,,,,,0.017000
0.050000,71237,0.024140,0.018998,0.004595,-0.005274,0.999976,0.999994,0.002637,0.002297,0.000115,-0.000147,0.024140,0.024140,0.024140,-0.029587,-0.029587,0,rest,0.000000,,,,,,0.017000
0.066000,71253,0.024335,0.017050,0.005919,-0.006844,0.999959,0.999990,0.003423,0.002959,0.000150,-0.000147,0.024335,0.024335,0.024335,0.125893,0.125893,0,rest,0.000000,,,,,,0.016000
0.083000,71270,0.028529,0.025744,0.007155,-0.008317,0.999940,0.999985,0.004159,0.003577,0.000186,-0.000123,0.028529,0.028529,0.028529,0.031271,0.031271,0,rest,0.000000,,,,,,0.017000
0.104000,71291,0.023597,0.013220,0.008379,-0.009754,0.999917,0.999979,0.004878,0.004189,0.000231,-0.000123,0.023597,0.023597,0.023597,-0.042434,-0.042434,0,rest,0.000000,,,,,,0.021000
0.120000,71307,0.025264,0.030726,0.009591,-0.011118,0.999892,0.999973,0.005561,0.004794,0.000256,-0.000123,0.025264,0.025264,0.025264,0.099259,0.099259,0,rest,0.000000,,,,,,0.016000
0.136000,71323,0.026773,0.032289,0.010707,-0.012430,0.999865,0.999966,0.006217,0.005352,0.000290,-0.000117,0.026773,0.026773,0.026773,0.026190,0.026190,0,rest,0.000000,,,,,,0.016000
0.152000,71339,0.026102,0.033078,0.011789,-0.013666,0.999837,0.999959,0.006835,0.005892,0.000325,-0.000122,0.026102,0.026102,0.026102,-0.034983,-0.034983,0,rest,0.000000,,,,,,0.016000
0.217000,71404,0.025667,0.030963,0.012627,-0.015367,0.999802,0.999950,0.007687,0.006310,0.000496,-0.000145,0.025667,0.025667,0.025667,-0.000207,-0.000207,0,rest,0.000000,,,,,,0.065000
