time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
25.485,813039,-0.394571,-0.409626,-0.004022,0.668855,-0.743382,0.358137,-0.933564,0.012219,0.006842,-0.03653,0.394571,-0.394571,0.394571,0.84198,0.84198,5,concentric,0.0,25.485,25.771,0.286,0.471005,25.523,0.038
25.507,813061,-0.430824,-0.433489,-0.003267,0.665873,-0.746058,0.356269,-0.934274,0.01271,0.006595,-0.035509,0.430824,-0.430824,0.430824,2.147777,2.147777,5,concentric,0.076923,25.485,25.771,0.286,0.471005,25.523,0.022
25.523,813077,-0.471005,-0.435995,-0.002702,0.663709,-0.747986,0.354917,-0.934784,0.013071,0.006408,-0.035208,0.471005,-0.471005,0.471005,0.840229,0.840229,5,concentric,0.132867,25.485,25.771,0.286,0.471005,25.523,0.016
25.54,813094,-0.455105,-0.43371,-0.002194,0.661419,-0.750013,0.353489,-0.935322,0.013421,0.006245,-0.034285,0.455105,-0.455105,0.455105,-0.785612,-0.785612,5,concentric,0.192308,25.485,25.771,0.286,0.471005,25.523,0.017
25.557,813111,-0.444295,-0.422938,-0.001739,0.659192,-0.751973,0.352103,-0.93584,0.013754,0.006104,-0.032122,0.444295,-0.444295,0.444295,-1.50702,-1.50702,5,concentric,0.251748,25.485,25.771,0.286,0.471005,25.523,0.017
25.573,813127,-0.407064,-0.402165,-0.001377,0.657168,-0.753743,0.350846,-0.936309,0.014055,0.006002,-0.029669,0.407064,-0.407064,0.407064,-2.936711,-2.936711,5,concentric,0.307692,25.485,25.771,0.286,0.471005,25.523,0.016
25.59,813144,-0.346125,-0.37269,-0.001106,0.655371,-0.755306,0.349731,-0.936721,0.014345,0.005946,-0.02069,0.346125,-0.346125,0.346125,-2.514503,-2.514503,5,concentric,0.367133,25.485,25.771,0.286,0.471005,25.523,0.017
25.611,813165,-0.321081,-0.333505,-0.000666,0.653584,-0.756853,0.348625,-0.937129,0.014711,0.005828,-0.013906,0.321081,-0.321081,0.321081,-0.584803,-0.584803,5,concentric,0.440559,25.485,25.771,0.286,0.471005,25.523,0.021
25.627,813181,-0.319133,-0.294076,-0.000374,0.652402,-0.757873,0.347894,-0.937397,0.01495,0.005748,-0.01043,0.319133,-0.319133,0.319133,-2.515403,-2.515403,5,concentric,0.496503,25.485,25.771,0.286,0.471005,25.523,0.016
25.643,813197,-0.240588,-0.239939,-0.000153,0.651595,-0.758567,0.347397,-0.937579,0.015103,0.005677,-0.004839,0.240588,-0.240588,0.240588,-4.762118,-4.762118,5,concentric,0.552448,25.485,25.771,0.286,0.471005,25.523,0.016
25.659,813213,-0.166746,-0.196714,0.000129,0.651006,-0.759073,0.347034,-0.937711,0.015282,0.005587,-0.002956,0.166746,-0.166746,0.166746,-2.303968,-2.303968,5,concentric,0.608392,25.485,25.771,0.286,0.471005,25.523,0.016
25.675,813229,-0.166861,-0.163476,0.000516,0.650893,-0.75917,0.346966,-0.937733,0.015533,0.005472,-0.001266,0.166861,-0.166861,0.166861,0.746876,0.746876,5,concentric,0.664336,25.485,25.771,0.286,0.471005,25.523,0.016
25.691,813245,-0.190646,-0.148386,0.000824,0.651286,-0.758832,0.34721,-0.937639,0.015769,0.0054,-0.001973,0.190646,-0.190646,0.190646,-0.004509,-0.004509,5,concentric,0.72028,25.485,25.771,0.286,0.471005,25.523,0.016
25.723,813277,-0.095076,-0.079221,0.001194,0.653499,-0.756926,0.348581,-0.937126,0.016032,0.005326,-0.008634,0.095076,-0.095076,0.095076,-2.343364,-2.343364,5,concentric,0.832168,25.485,25.771,0.286,0.471005,25.523,0.032
25.771,813325,-0.028905,-0.039792,0.001595,0.661238,-0.750174,0.35339,-0.935319,0.016284,0.0053,-0.045902,0.028905,-0.028905,0.028905,-1.969897,-1.969897,5,concentric,1.0,25.485,25.771,0.286,0.471005,25.523,0.048
