time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
18.403,234807,0.542755,0.561273,0.016247,-0.388349,0.921369,0.9791,0.198279,-0.000867,0.045252,-0.227239,0.542755,0.542755,0.542755,-1.08466,-1.08466,3,concentric,0.0,18.403,18.812,0.409,0.7672,18.489,0.049
18.443,234847,0.593593,0.583913,0.016822,-0.406198,0.91363,0.977137,0.207808,-0.000949,0.044936,-0.236802,0.593593,0.593593,0.593593,5.170438,5.170438,3,concentric,0.0978,18.403,18.812,0.409,0.7672,18.489,0.04
18.46,234864,0.709664,0.702998,0.017026,-0.413924,0.910152,0.976254,0.21195,-0.000999,0.044768,-0.248615,0.709664,0.709664,0.709664,4.545866,4.545866,3,concentric,0.139364,18.403,18.812,0.409,0.7672,18.489,0.017
18.476,234880,0.748036,0.746345,0.016912,-0.421411,0.906712,0.975385,0.215969,-0.001186,0.044509,-0.265663,0.748036,0.748036,0.748036,1.888381,1.888381,3,concentric,0.178484,18.403,18.812,0.409,0.7672,18.489,0.016
18.489,234893,0.7672,0.752415,0.016566,-0.427621,0.903806,0.974655,0.219305,-0.00144,0.044168,-0.280269,0.7672,0.7672,0.7672,0.191871,0.191871,3,concentric,0.210269,18.403,18.812,0.409,0.7672,18.489,0.013
18.509,234913,0.731583,0.744508,0.015867,-0.437282,0.899185,0.973497,0.224509,-0.001892,0.04354,-0.290181,0.731583,0.731583,0.731583,-1.75414,-1.75414,3,concentric,0.259169,18.403,18.812,0.409,0.7672,18.489,0.02
18.525,234929,0.703858,0.697815,0.015229,-0.44495,0.895426,0.972556,0.228652,-0.00228,0.042996,-0.289053,0.703858,0.703858,0.703858,-2.252953,-2.252953,3,concentric,0.298289,18.403,18.812,0.409,0.7672,18.489,0.016
18.561,234965,0.580619,0.610026,0.013884,-0.46091,0.887339,0.970524,0.237321,-0.003081,0.041851,-0.250725,0.580619,0.580619,0.580619,-1.062668,-1.062668,3,concentric,0.386308,18.403,18.812,0.409,0.7672,18.489,0.036
18.572,234976,0.576864,0.593616,0.013484,-0.465578,0.884904,0.969913,0.239869,-0.00331,0.041493,-0.232936,0.576864,0.576864,0.576864,-0.205267,-0.205267,3,concentric,0.413203,18.403,18.812,0.409,0.7672,18.489,0.011
18.589,234993,0.57695,0.562209,0.012767,-0.472743,0.881108,0.968959,0.243787,-0.003703,0.040902,-0.232086,0.57695,0.57695,0.57695,-0.78351,-0.78351,3,concentric,0.454768,18.403,18.812,0.409,0.7672,18.489,0.017
18.606,235010,0.550225,0.532693,0.01185,-0.479571,0.877423,0.968035,0.24753,-0.00417,0.040246,-0.214671,0.550225,0.550225,0.550225,-2.900229,-2.900229,3,concentric,0.496333,18.403,18.812,0.409,0.7672,18.489,0.017
18.625,235029,0.466917,0.476192,0.010645,-0.486648,0.873533,0.967061,0.251417,-0.004762,0.039485,-0.188223,0.466917,0.466917,0.466917,-3.997057,-3.997057,3,concentric,0.542787,18.403,18.812,0.409,0.7672,18.489,0.019
18.641,235045,0.408186,0.42593,0.00958,-0.492108,0.870481,0.966298,0.254424,-0.00527,0.038843,-0.160842,0.408186,0.408186,0.408186,-1.972902,-1.972902,3,concentric,0.581907,18.403,18.812,0.409,0.7672,18.489,0.016
18.657,235061,0.403784,0.393619,0.008504,-0.497489,0.867429,0.965535,0.257396,-0.005767,0.038151,-0.158353,0.403784,0.403784,0.403784,-0.724155,-0.724155,3,concentric,0.621027,18.403,18.812,0.409,0.7672,18.489,0.016
18.676,235080,0.379894,0.357326,0.006921,-0.503276,0.864098,0.964709,0.260594,-0.006466,0.037218,-0.135944,0.379894,0.379894,0.379894,-1.604616,-1.604616,3,concentric,0.667482,18.403,18.812,0.409,0.7672,18.489,0.019
18.738,235142,0.210157,0.215746,0.000263,-0.515387,0.856957,0.962984,0.267275,-0.009238,0.033777,-0.069808,0.210157,0.210157,0.210157,-3.848775,-3.848775,3,concentric,0.819071,18.403,18.812,0.409,0.7672,18.489,0.062
18.754,235158,0.143989,0.164552,-0.001485,-0.517846,0.855473,0.962629,0.268635,-0.009952,0.032898,-0.050834,0.143989,0.143989,0.143989,-3.33686,-3.33686,3,concentric,0.858191,18.403,18.812,0.409,0.7672,18.489,0.016
18.77,235174,0.103377,0.097076,-0.003181,-0.51971,0.854337,0.962362,0.269664,-0.010632,0.032046,-0.036155,0.103377,0.103377,0.103377,-1.395699,-1.395699,3,concentric,0.897311,18.403,18.812,0.409,0.7672,18.489,0.016
18.787,235191,0.100287,0.079745,-0.005045,-0.521393,0.853302,0.962124,0.270591,-0.011376,0.031125,-0.032019,0.100287,0.100287,0.100287,-1.593074,-1.593074,3,concentric,0.938875,18.403,18.812,0.409,0.7672,18.489,0.017
18.812,235216,0.008574,0.005069,-0.00798,-0.522798,0.852419,0.961938,0.271354,-0.01254,0.029749,-0.024699,0.008574,0.008574,0.008574,-5.588144,-5.588144,3,concentric,1.0,18.403,18.812,0.409,0.7672,18.489,0.025
