time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
19.905,807459,-0.059334,-0.075615,-0.023289,0.731777,-0.681146,0.399058,-0.916826,0.001651,0.013419,-0.035479,0.059334,-0.059334,0.059334,4.637593,4.637593,4,concentric,0.0,19.905,20.496,0.591,0.574883,20.051,0.017
19.922,807476,-0.151544,-0.154033,-0.023549,0.733205,-0.6796,0.400012,-0.916403,0.002188,0.013803,-0.016754,0.151544,-0.151544,0.151544,4.247932,4.247932,4,concentric,0.028765,19.905,20.496,0.591,0.574883,20.051,0.017
19.954,807508,-0.216628,-0.224734,-0.023588,0.734386,-0.678322,0.400787,-0.91605,0.003608,0.014453,-0.007647,0.216628,-0.216628,0.216628,3.298521,3.298521,4,concentric,0.08291,19.905,20.496,0.591,0.574883,20.051,0.032
19.971,807525,-0.284125,-0.288053,-0.023365,0.734583,-0.678116,0.400905,-0.91599,0.004508,0.014727,-0.008214,0.284125,-0.284125,0.284125,3.842607,3.842607,4,concentric,0.111675,19.905,20.496,0.591,0.574883,20.051,0.017
19.987,807541,-0.343682,-0.368077,-0.023094,0.734538,-0.678175,0.40086,-0.916001,0.005397,0.014968,-0.009117,0.343682,-0.343682,0.343682,3.946516,3.946516,4,concentric,0.138748,19.905,20.496,0.591,0.574883,20.051,0.016
20.019,807573,-0.484316,-0.460854,-0.022662,0.733241,-0.679591,0.399956,-0.916375,0.007165,0.015492,-0.012675,0.484316,-0.484316,0.484316,4.747496,4.747496,4,concentric,0.192893,19.905,20.496,0.591,0.574883,20.051,0.032
20.035,807589,-0.563098,-0.52286,-0.022515,0.732197,-0.68072,0.399239,-0.916677,0.007956,0.015746,-0.016588,0.563098,-0.563098,0.563098,2.830194,2.830194,4,concentric,0.219966,19.905,20.496,0.591,0.574883,20.051,0.016
20.051,807605,-0.574883,-0.554137,-0.022504,0.730814,-0.682205,0.398297,-0.917076,0.008641,0.016022,-0.021513,0.574883,-0.574883,0.574883,-0.180702,-0.180702,4,concentric,0.247039,19.905,20.496,0.591,0.574883,20.051,0.016
20.083,807637,-0.510396,-0.539036,-0.02266,0.727244,-0.686005,0.395881,-0.918098,0.009881,0.016601,-0.031033,0.510396,-0.510396,0.510396,-0.653536,-0.653536,4,concentric,0.301184,19.905,20.496,0.591,0.574883,20.051,0.032
20.099,807653,-0.510833,-0.528161,-0.022712,0.725381,-0.687972,0.394625,-0.918627,0.010499,0.016872,-0.033226,0.510833,-0.510833,0.510833,0.766352,0.766352,4,concentric,0.328257,19.905,20.496,0.591,0.574883,20.051,0.016
20.115,807669,-0.534919,-0.513962,-0.022896,0.723337,-0.690115,0.393253,-0.919204,0.011028,0.017172,-0.037594,0.534919,-0.534919,0.534919,0.004724,0.004724,4,concentric,0.35533,19.905,20.496,0.591,0.574883,20.051,0.016
20.131,807685,-0.510984,-0.491546,-0.023224,0.721194,-0.692344,0.391818,-0.919805,0.011452,0.017502,-0.039586,0.510984,-0.510984,0.510984,-2.773424,-2.773424,4,concentric,0.382403,19.905,20.496,0.591,0.574883,20.051,0.016
20.151,807705,-0.423579,-0.427767,-0.023924,0.718299,-0.695323,0.38989,-0.92061,0.011816,0.017998,-0.044576,0.423579,-0.423579,0.423579,-3.215426,-3.215426,4,concentric,0.416244,19.905,20.496,0.591,0.574883,20.051,0.02
20.167,807721,-0.386914,-0.361877,-0.024546,0.715844,-0.697829,0.388262,-0.921287,0.012041,0.018396,-0.049361,0.386914,-0.386914,0.386914,-2.753121,-2.753121,4,concentric,0.443316,19.905,20.496,0.591,0.574883,20.051,0.016
20.183,807737,-0.335479,-0.306926,-0.025305,0.713381,-0.700319,0.386634,-0.921961,0.012177,0.01883,-0.049218,0.335479,-0.335479,0.335479,-2.850365,-2.850365,4,concentric,0.470389,19.905,20.496,0.591,0.574883,20.051,0.016
20.199,807753,-0.295702,-0.277115,-0.026152,0.71091,-0.702797,0.385006,-0.922631,0.012272,0.019294,-0.049286,0.295702,-0.295702,0.295702,-2.663941,-2.663941,4,concentric,0.497462,19.905,20.496,0.591,0.574883,20.051,0.016
20.263,807817,-0.07967,-0.114041,-0.029859,0.702784,-0.710777,0.37969,-0.924792,0.012191,0.021149,-0.033367,0.07967,-0.07967,0.07967,-1.101555,-1.101555,4,concentric,0.605753,19.905,20.496,0.591,0.574883,20.051,0.064
20.279,807833,-0.071141,-0.09961,-0.03073,0.70087,-0.712626,0.378445,-0.925292,0.012191,0.021591,-0.02914,0.071141,-0.071141,0.071141,0.048225,0.048225,4,concentric,0.632826,19.905,20.496,0.591,0.574883,20.051,0.016
20.295,807849,-0.081213,-0.07448,-0.031708,0.699172,-0.71425,0.377342,-0.925731,0.012171,0.022087,-0.023285,0.081213,-0.081213,0.081213,0.162644,0.162644,4,concentric,0.659898,19.905,20.496,0.591,0.574883,20.051,0.016
20.311,807865,-0.076345,-0.074306,-0.03273,0.697616,-0.715724,0.376334,-0.926129,0.012127,0.022598,-0.01981,0.076345,-0.076345,0.076345,-0.281172,-0.281172,4,concentric,0.686971,19.905,20.496,0.591,0.574883,20.051,0.016
20.365,807919,-0.065364,-0.081855,-0.036841,0.694948,-0.718116,0.374626,-0.926785,0.011285,0.024437,-0.007993,0.065364,-0.065364,0.065364,-0.018491,-0.018491,4,concentric,0.778342,19.905,20.496,0.591,0.574883,20.051,0.054
20.396,807950,-0.068081,-0.083923,-0.039168,0.694001,-0.718907,0.374031,-0.927006,0.010689,0.025439,-0.005594,0.068081,-0.068081,0.068081,0.172991,0.172991,4,concentric,0.830795,19.905,20.496,0.591,0.574883,20.051,0.031
20.413,807967,-0.071817,-0.0872,-0.040434,0.69365,-0.719177,0.373815,-0.927083,0.010298,0.02596,-0.005299,0.071817,-0.071817,0.071817,0.021072,0.021072,4,concentric,0.85956,19.905,20.496,0.591,0.574883,20.051,0.017
20.43,807984,-0.068797,-0.081645,-0.041734,0.693348,-0.719393,0.373634,-0.927146,0.009868,0.026483,-0.005676,0.068797,-0.068797,0.068797,0.164991,0.164991,4,concentric,0.888325,19.905,20.496,0.591,0.574883,20.051,0.017
20.446,808000,-0.076597,-0.069085,-0.042941,0.693051,-0.719608,0.373455,-0.927208,0.009465,0.026968,-0.005626,0.076597,-0.076597,0.076597,0.449161,0.449161,4,concentric,0.915398,19.905,20.496,0.591,0.574883,20.051,0.016
20.463,808017,-0.08354,-0.045254,-0.044354,0.692642,-0.719917,0.373207,-0.927296,0.008988,0.027533,-0.007219,0.08354,-0.08354,0.08354,-0.556344,-0.556344,4,concentric,0.944162,19.905,20.496,0.591,0.574883,20.051,0.017
20.496,808050,-0.003378,-0.010594,-0.04454,0.691657,-0.720851,0.372589,-0.927553,0.008486,0.027418,-0.006394,0.003378,-0.003378,0.003378,-2.448486,-2.448486,4,concentric,1.0,19.905,20.496,0.591,0.574883,20.051,0.033
