time_s,tMillis,raw_vertical_accel,vertical_accel,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z,centripetal_accel,value,original_value,smoothed,derivative,smoothed_derivative,rep_number,phase,phase_progress,phase_start_time,phase_end_time,phase_duration,peak_acceleration,peak_time,delta_time
38.612,109799,0.031939,0.036293,0.023402,-0.320811,0.946854,0.982285,0.162976,-0.003423,0.092425,-0.005099,0.031939,0.031939,0.031939,0.295696,0.295696,6,concentric,0.0,38.612,39.118,0.506,0.56061,38.82,0.028
38.634,109821,0.037578,0.058835,0.023921,-0.318943,0.947472,0.982415,0.162032,-0.003118,0.092723,-0.006323,0.037578,0.037578,0.037578,2.323578,2.323578,6,concentric,0.043478,38.612,39.118,0.506,0.56061,38.82,0.022
38.65,109837,0.09881,0.10413,0.024635,-0.318072,0.947747,0.982462,0.161614,-0.002755,0.09296,-0.0057,0.09881,0.09881,0.09881,6.080512,6.080512,6,concentric,0.075099,38.612,39.118,0.506,0.56061,38.82,0.016
38.667,109854,0.242882,0.231167,0.02533,-0.317297,0.947988,0.982505,0.161246,-0.002397,0.093151,-0.004171,0.242882,0.242882,0.242882,7.069565,7.069565,6,concentric,0.108696,38.612,39.118,0.506,0.56061,38.82,0.017
38.717,109904,0.389706,0.392909,0.027404,-0.315985,0.948368,0.982557,0.160667,-0.001364,0.093622,-0.002588,0.389706,0.389706,0.389706,3.121667,3.121667,6,concentric,0.20751,38.612,39.118,0.506,0.56061,38.82,0.05
38.75,109937,0.496755,0.475719,0.027862,-0.315764,0.948429,0.982576,0.160575,-0.001117,0.093592,-0.00018,0.496755,0.496755,0.496755,0.128169,0.128169,6,concentric,0.272727,38.612,39.118,0.506,0.56061,38.82,0.033
38.767,109954,0.471647,0.457668,0.028057,-0.315728,0.948435,0.982578,0.160566,-0.001015,0.093582,-0.000102,0.471647,0.471647,0.471647,-0.846036,-0.846036,6,concentric,0.306324,38.612,39.118,0.506,0.56061,38.82,0.017
38.783,109970,0.467611,0.473356,0.028247,-0.315807,0.948403,0.982563,0.160617,-0.000935,0.093654,-0.000209,0.467611,0.467611,0.467611,1.389038,1.389038,6,concentric,0.337945,38.612,39.118,0.506,0.56061,38.82,0.016
38.804,109991,0.54202,0.547449,0.028799,-0.315834,0.948377,0.982543,0.160657,-0.000681,0.093796,-0.000785,0.54202,0.54202,0.54202,2.191675,2.191675,6,concentric,0.379447,38.612,39.118,0.506,0.56061,38.82,0.021
38.82,110007,0.56061,0.556002,0.029148,-0.315669,0.948421,0.982557,0.16059,-0.000492,0.093768,-0.000431,0.56061,0.56061,0.56061,-0.546895,-0.546895,6,concentric,0.411067,38.612,39.118,0.506,0.56061,38.82,0.016
38.837,110024,0.520448,0.529034,0.0297,-0.315846,0.948346,0.982541,0.160708,-0.000218,0.093737,-0.000964,0.520448,0.520448,0.520448,-0.785234,-0.785234,6,concentric,0.444664,38.612,39.118,0.506,0.56061,38.82,0.017
38.85,110037,0.525919,0.516166,0.030134,-0.316112,0.948243,0.982514,0.160868,-1.3e-05,0.09374,-0.001461,0.525919,0.525919,0.525919,0.154851,0.154851,6,concentric,0.470356,38.612,39.118,0.506,0.56061,38.82,0.013
38.904,110091,0.474606,0.48206,0.031727,-0.315868,0.948272,0.982499,0.16082,0.000762,0.093983,-0.00088,0.474606,0.474606,0.474606,0.298845,0.298845,6,concentric,0.577075,38.612,39.118,0.506,0.56061,38.82,0.054
38.93,110117,0.498013,0.48424,0.032133,-0.31507,0.948524,0.982565,0.160427,0.00101,0.093959,-0.001149,0.498013,0.498013,0.498013,-1.608243,-1.608243,6,concentric,0.628458,38.612,39.118,0.506,0.56061,38.82,0.026
38.947,110134,0.44279,0.438672,0.032201,-0.31448,0.948718,0.98262,0.160125,0.001084,0.093894,-0.001257,0.44279,0.44279,0.44279,-3.197986,-3.197986,6,concentric,0.662055,38.612,39.118,0.506,0.56061,38.82,0.017
38.964,110151,0.389281,0.397352,0.032014,-0.313815,0.948944,0.982688,0.159771,0.00104,0.093792,-0.001831,0.389281,0.389281,0.389281,-2.960829,-2.960829,6,concentric,0.695652,38.612,39.118,0.506,0.56061,38.82,0.017
38.984,110171,0.334458,0.332229,0.031855,-0.312569,0.949361,0.982802,0.159118,0.001035,0.093706,-0.004315,0.334458,0.334458,0.334458,0.387844,0.387844,6,concentric,0.735178,38.612,39.118,0.506,0.56061,38.82,0.02
39.0,110187,0.380715,0.364454,0.031322,-0.311186,0.949833,0.982937,0.158376,0.00086,0.093544,-0.009543,0.380715,0.380715,0.380715,1.059206,1.059206,6,concentric,0.766798,38.612,39.118,0.506,0.56061,38.82,0.016
39.049,110236,0.157726,0.159123,0.025816,-0.303167,0.952588,0.983742,0.153962,-0.001347,0.092445,-0.043509,0.157726,0.157726,0.157726,-3.287862,-3.287862,6,concentric,0.863636,38.612,39.118,0.506,0.56061,38.82,0.049
39.101,110288,0.05645,0.072203,0.018188,-0.29144,0.956416,0.984832,0.147554,-0.004428,0.091184,-0.078846,0.05645,0.05645,0.05645,-2.110239,-2.110239,6,concentric,0.966403,38.612,39.118,0.506,0.56061,38.82,0.052
39.118,110305,0.019672,0.014662,0.015612,-0.287429,0.957675,0.985191,0.145371,-0.005469,0.090757,-0.085225,0.019672,0.019672,0.019672,-2.734879,-2.734879,6,concentric,1.0,38.612,39.118,0.506,0.56061,38.82,0.017
