acc_mean,acc_std,acc_min,acc_max,acc_range,acc_skewness,acc_kurtosis,peak_acc,time_to_peak,peak_time_ratio,zero_crossing_count,first_zero_crossing_time,jerk_mean,jerk_std,jerk_max,acc_impulse,pos_acc_ratio,pos_acc_mean,neg_acc_mean,dominant_freq,spectral_centroid,spectral_bandwidth,spectral_roll_off,curve_symmetry,first_half_energy,second_half_energy,energy_ratio,peak_width_ratio,rep_number_norm,phase_duration,original_peak_acc,file_name,rep_number
0.43707552000000005,0.173817856131554,0.018912,0.738618,0.719706,-0.2737319487448695,0.1670506028918548,0.738618,0.11299999999999955,0.21042830540037127,0,-1.0,-1.0924539606398533,3.08552099404097,9.189937499999992,0.23958855950000016,1.0,0.43707552000000005,0.0,0.0,3.171575388098315,5.022148627906623,7.1508379888268045,0.21096508147556028,3.8097082216750002,1.7214832106609999,0.6887681014623712,0.6592178770949696,0.1,0.5370000000000008,0.7386179840829848,farm12_results,1
0.3673397777777777,0.14470540058552508,-0.000959,0.589425,0.590384,-0.8201009043285625,0.05821517003684118,0.589425,0.2889999999999997,0.5644531250000009,1,0.4949999999999992,-0.017471850764407562,3.3623392046655156,9.462647058823832,0.1961263999999997,0.9629629629629629,0.38150511538461535,-0.000959,0.0,2.2527539678095736,4.595919030150836,5.642361111111126,0.8259904522587526,1.7430504147289998,2.4656600482749997,0.4141530832427195,0.7695312500000022,0.2,0.5119999999999987,0.5894245599141217,farm12_results,2
0.2968018518518519,0.12965132983583422,-0.086692,0.445084,0.531776,-1.184432142941714,0.8250887378214231,0.445084,0.30600000000000094,0.5396825396825412,1,0.5380000000000003,-0.5504642726011697,2.00892029924052,5.449742857142835,0.17005642250000028,0.9629629629629629,0.31155161538461545,-0.086692,0.0,2.8076085613195323,4.909419418055435,8.491736886798613,0.7737753386358917,1.4974076030560002,1.3349141748979998,0.5286855521542085,0.7619047619047655,0.3,0.5670000000000002,0.44508429929946486,farm12_results,3
0.27153485714285713,0.11983616563549455,0.038602,0.419306,0.38070400000000004,-0.43180492530593323,-1.208061517290689,0.419306,0.15499999999999758,0.32978723404254884,0,-1.0,-0.6660292445045821,1.997432575613375,4.3945554723706035,0.14083426149999986,1.0,0.27153485714285713,0.0,0.0,2.6163490786683883,4.730009614322105,6.079027355623115,0.6783037105628033,1.24874279341,0.6011867965840001,0.6750217955127957,0.787234042553188,0.4,0.46999999999999886,0.41930550003791417,farm12_results,4
0.27345142307692305,0.13158145789795678,0.042919,0.476786,0.433867,-0.35178745682357476,-1.0089734706632085,0.476786,0.2029999999999994,0.358657243816254,0,-1.0,0.22091712784797976,2.3033624521345857,5.579534191176317,0.16290206200000001,1.0,0.27345142307692305,0.0,0.0,1.6328025886168291,3.5162961655685456,3.397662408263121,0.9666861572747575,1.23867597826,1.155647403719,0.51733863002089,0.6607773851590096,0.5,0.565999999999999,0.47678607533882617,farm12_results,5
0.2443520333333333,0.08991909968131849,-0.009345,0.390431,0.39977599999999996,-1.037372318447521,0.6370120120704343,0.390431,0.32100000000000506,0.5202593192868764,1,0.6010000000000062,-0.207403685193481,2.220777229905402,6.0930624999979655,0.15836938750000026,0.9666666666666667,0.2531002068965517,-0.009345,0.0,2.114711879529062,4.3027839815231,4.70016207455426,0.9346044283534577,1.2037111978769999,0.8300896225720001,0.591853039773707,0.7666126418152278,0.6,0.6170000000000044,0.3904308984586147,farm12_results,6
0.31591624999999995,0.14800071191615094,0.030207,0.510892,0.48068500000000003,-0.39296149358190513,-1.1921955348595048,0.510892,0.277000000000001,0.5110701107011141,0,-1.0,-0.09815776993942202,2.0855763996133256,3.752108400178673,0.17523441799999925,1.0,0.31591624999999995,0.0,0.0,1.9051743866636088,4.15706263256161,3.5582498682130037,0.9625088146106261,1.7762672779399997,1.6315367788290003,0.5212351556456889,0.6199261992619962,0.7,0.5419999999999945,0.5108916982416435,farm12_results,7
0.4081454,0.20186327349352085,0.009611,0.684998,0.675387,-0.6349598478845034,-0.9916163882989109,0.684998,0.11500000000000021,0.2220077220077229,0,-1.0,-0.008571890097084811,3.9633575742228575,11.53818627450897,0.22155202249999992,1.0,0.4081454,0.0,0.0,2.0900969231574704,4.114567927326121,3.7065637065637143,0.7896941429672535,3.183165680497,2.00012053767,0.6141211475724148,0.6698841698841704,0.1,0.5179999999999989,0.6849984085722197,farm13_results,1
0.26333321428571427,0.1333483776357888,0.046612,0.437023,0.390411,-0.18936806621729976,-1.447761135596638,0.437023,0.2889999999999997,0.511504424778761,0,-1.0,0.34357984885147064,1.7575326723848954,4.530636363636679,0.15297819650000008,1.0,0.26333321428571427,0.0,0.0,1.2569576675379264,3.048481973655346,1.7067003792667526,0.9688861114255628,1.2407852795599998,1.198747524236,0.5086159438517465,0.6123893805309741,0.2,0.5649999999999995,0.4370233713543091,farm13_results,2
0.5126539523809525,0.2274096441127199,0.033428,0.794779,0.761351,-0.6947669187735945,-0.7800726126087425,0.794779,0.16799999999999926,0.43298969072164767,0,-1.0,-0.6560085626088868,5.621062803754551,15.118999999999987,0.20971957849999956,1.0,0.5126539523809525,0.0,0.0,2.257995566207141,4.231784407104756,4.909180166912127,0.8591020390238989,4.2272161776649995,2.3778974660079997,0.6399914378027737,0.6469072164948441,0.3,0.3879999999999999,0.794779387079298,farm13_results,3
