tMillis,ax,ay,az,gx,gy,gz
16583,0.0399169921875,0.1510009765625,1.0128173828125,0.7324218153953552,-0.1831054538488388,0.30517578125
16600,0.039794921875,0.1510009765625,1.0133056640625,0.7324218153953552,-0.1831054538488388,0.30517578125
16618,0.040283203125,0.150634765625,1.0120849609375,0.7324218153953552,-0.1831054538488388,0.2441406100988388
16636,0.040283203125,0.15185546875,1.0130615234375,0.6713866591453552,-0.1831054538488388,0.30517578125
16654,0.0404052734375,0.151611328125,1.0147705078125,0.7324218153953552,-0.1831054538488388,0.2441406100988388
16673,0.0399169921875,0.1519775390625,1.0140380859375,0.7324218153953552,-0.1831054538488388,0.30517578125
16694,0.0401611328125,0.151611328125,1.012451171875,0.6713866591453552,-0.2441406100988388,0.30517578125
16711,0.0400390625,0.151123046875,1.013427734375,0.6713866591453552,-0.2441406100988388,0.30517578125
16730,0.0401611328125,0.1513671875,1.013671875,0.7324218153953552,-0.1831054538488388,0.30517578125
16749,0.0400390625,0.151611328125,1.0130615234375,0.6713866591453552,-0.1220703050494194,0.2441406100988388
16768,0.0411376953125,0.1510009765625,1.01416015625,0.6713866591453552,-0.1220703050494194,0.2441406100988388
16785,0.039794921875,0.1512451171875,1.01318359375,0.6713866591453552,-0.1831054538488388,0.2441406100988388
16805,0.039794921875,0.151611328125,1.01220703125,0.7324218153953552,-0.2441406100988388,0.2441406100988388
16824,0.03955078125,0.1522216796875,1.0133056640625,0.7324218153953552,-0.1220703050494194,0.30517578125
16842,0.041259765625,0.1510009765625,1.0126953125,0.7324218153953552,-0.2441406100988388,0.2441406100988388
16861,0.040771484375,0.1524658203125,1.0145263671875,0.7324218153953552,-0.2441406100988388,0.2441406100988388
16880,0.03955078125,0.151611328125,1.01318359375,0.7324218153953552,-0.1831054538488388,0.1831054538488388
16899,0.03955078125,0.1512451171875,1.013671875,0.7324218153953552,-0.2441406100988388,0.30517578125
16921,0.040283203125,0.150634765625,1.0133056640625,0.7934569716453552,-0.1831054538488388,0.30517578125
16938,0.0399169921875,0.1510009765625,1.013916015625,0.7324218153953552,-0.1831054538488388,0.30517578125
16955,0.0406494140625,0.1512451171875,1.01416015625,0.7324218153953552,-0.1831054538488388,0.2441406100988388
16974,0.040283203125,0.1514892578125,1.0135498046875,0.7324218153953552,-0.1831054538488388,0.2441406100988388
16993,0.0404052734375,0.1517333984375,1.0137939453125,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17011,0.039794921875,0.15234375,1.0133056640625,0.7934569716453552,-0.1831054538488388,0.30517578125
17030,0.0401611328125,0.150634765625,1.0126953125,0.7324218153953552,-0.2441406100988388,0.2441406100988388
17054,0.039794921875,0.1507568359375,1.0123291015625,0.6713866591453552,-0.1831054538488388,0.30517578125
17070,0.0408935546875,0.15087890625,1.0146484375,0.7324218153953552,-0.1831054538488388,0.30517578125
17081,0.041015625,0.150634765625,1.0135498046875,0.7324218153953552,-0.1831054538488388,0.30517578125
17102,0.0400390625,0.1517333984375,1.0118408203125,0.6713866591453552,-0.1831054538488388,0.30517578125
17120,0.0396728515625,0.1522216796875,1.01318359375,0.7324218153953552,-0.1831054538488388,0.30517578125
17136,0.039306640625,0.1517333984375,1.0137939453125,0.6713866591453552,-0.1831054538488388,0.30517578125
17153,0.0400390625,0.15087890625,1.013427734375,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17174,0.0411376953125,0.1522216796875,1.013671875,0.6713866591453552,-0.1220703050494194,0.30517578125
17190,0.0404052734375,0.151611328125,1.0123291015625,0.6713866591453552,-0.1220703050494194,0.30517578125
17207,0.040283203125,0.1513671875,1.0126953125,0.6713866591453552,-0.1831054538488388,0.30517578125
17223,0.0404052734375,0.1512451171875,1.012939453125,0.7324218153953552,-0.1220703050494194,0.30517578125
17239,0.040283203125,0.152587890625,1.013916015625,0.7934569716453552,-0.1831054538488388,0.30517578125
17258,0.040283203125,0.1517333984375,1.0125732421875,0.7324218153953552,-0.1831054538488388,0.30517578125
17277,0.04052734375,0.1514892578125,1.0123291015625,0.7324218153953552,-0.2441406100988388,0.30517578125
17300,0.0399169921875,0.151123046875,1.01318359375,0.7324218153953552,-0.2441406100988388,0.30517578125
17314,0.0404052734375,0.151611328125,1.0128173828125,0.6713866591453552,-0.1831054538488388,0.30517578125
17330,0.0411376953125,0.1517333984375,1.0128173828125,0.6713866591453552,-0.1220703050494194,0.30517578125
17349,0.040283203125,0.1513671875,1.0140380859375,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17368,0.0384521484375,0.1507568359375,1.0133056640625,0.7324218153953552,-0.1831054538488388,0.1831054538488388
17387,0.039306640625,0.1505126953125,1.0140380859375,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17405,0.0396728515625,0.1517333984375,1.0130615234375,0.7324218153953552,-0.1831054538488388,0.30517578125
17423,0.04052734375,0.151123046875,1.012451171875,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17446,0.041259765625,0.1512451171875,1.0126953125,0.6713866591453552,-0.1220703050494194,0.2441406100988388
17462,0.0408935546875,0.151611328125,1.01318359375,0.6713866591453552,-0.1220703050494194,0.30517578125
17479,0.0404052734375,0.1502685546875,1.0126953125,0.7934569716453552,-0.1831054538488388,0.30517578125
17498,0.0400390625,0.1500244140625,1.011962890625,0.7934569716453552,-0.1831054538488388,0.30517578125
17519,0.0399169921875,0.1522216796875,1.0128173828125,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17545,0.0406494140625,0.152099609375,1.011962890625,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17558,0.039306640625,0.151611328125,1.01171875,0.7934569716453552,-0.1831054538488388,0.2441406100988388
17575,0.0396728515625,0.1517333984375,1.012451171875,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17594,0.0401611328125,0.1510009765625,1.0150146484375,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17612,0.038818359375,0.1507568359375,1.0133056640625,0.7324218153953552,-0.1831054538488388,0.2441406100988388
17632,0.039794921875,0.1512451171875,1.0137939453125,0.6713866591453552,-0.1220703050494194,0.30517578125
17653,0.0401611328125,0.1513671875,1.013916015625,0.6713866591453552,-0.1831054538488388,0.30517578125
17670,0.0400390625,0.151123046875,1.0126953125,0.6713866591453552,-0.1831054538488388,0.30517578125
17687,0.0396728515625,0.151123046875,1.012939453125,0.6713866591453552,-0.1831054538488388,0.30517578125
17703,0.0400390625,0.151611328125,1.0145263671875,0.7324218153953552,-0.1831054538488388,0.30517578125
17737,0.0401611328125,0.151123046875,1.0133056640625,0.6713866591453552,-0.1831054538488388,0.30517578125
17757,0.03955078125,0.1505126953125,1.012451171875,0.7324218153953552,-0.1220703050494194,0.30517578125
17779,0.0406494140625,0.1513671875,1.0130615234375,0.6713866591453552,-0.1220703050494194,0.30517578125
17795,0.0399169921875,0.1513671875,1.0123291015625,0.7934569716453552,-0.1831054538488388,0.30517578125
17809,0.0401611328125,0.1505126953125,1.0118408203125,0.7324218153953552,-0.2441406100988388,0.30517578125
17826,0.0404052734375,0.1505126953125,1.0123291015625,0.6713866591453552,-0.1831054538488388,0.30517578125
