Timestamp,VerticalAccel_g
1738195490.4565992,0.0078
1738195490.5134652,0.0495
1738195490.5144744,0.0205
1738195490.5164769,-0.0971
1738195490.5741124,-0.0189
1738195490.5741124,0.0125
1738195490.5761235,0.0014
1738195490.634663,-0.0041
1738195490.634663,-0.0567
1738195490.6357043,0.0249
1738195490.6935322,0.0191
1738195490.6945403,0.0003
1738195490.6955452,-0.0233
1738195490.7536805,-0.0636
1738195490.754726,-0.0621
1738195490.7557485,-0.0338
1738195490.8741586,0.0091
1738195490.8752973,0.0256
1738195490.8763123,0.0012
1738195490.8773057,0.0518
1738195490.934716,-0.0452
1738195490.9357617,-0.0537
1738195490.9377608,-0.0265
1738195490.9935443,-0.0008
1738195490.9945474,-0.0181
1738195490.995546,0.0028
1738195491.0537517,0.015
1738195491.0547898,-0.1163
1738195491.0557547,-0.0971
1738195491.1138108,-0.0249
1738195491.1148207,0.0326
1738195491.1158218,0.0063
1738195491.173472,-0.0047
1738195491.1747172,-0.0141
1738195491.1757247,-0.0867
1738195491.2341776,-0.1143
1738195491.235195,0.1485
1738195491.2361894,0.1546
1738195491.293466,-0.0413
1738195491.2944667,-0.2172
1738195491.2954683,-0.0754
1738195491.35342,0.0369
1738195491.354926,-0.0483
1738195491.355939,-0.0964
1738195491.4148707,-0.0077
1738195491.41584,0.0114
1738195491.4178412,0.0059
1738195491.474172,-0.0151
1738195491.4752812,-0.0006
1738195491.4752812,0.0225
1738195491.5340908,-0.0503
1738195491.535097,-0.0264
1738195491.5360994,0.0234
1738195491.5940185,0.0506
1738195491.595021,0.0262
1738195491.5960217,-0.0205
1738195491.6540031,-0.0883
1738195491.6549664,-0.053
1738195491.655965,0.041
1738195491.713454,-0.087
1738195491.714468,-0.0788
1738195491.7154646,-0.0302
1738195491.7737992,0.0586
1738195491.7751918,0.0376
1738195491.7761915,-0.0315
1738195491.8340068,-0.0659
1738195491.8345158,-0.016
1738195491.8359132,0.0547
1738195491.8940744,-0.0527
1738195491.8950691,-0.018
1738195491.8960748,-0.0323
1738195491.9547076,0.03
1738195491.9547076,0.0037
1738195492.014176,-0.0482
1738195492.0151868,-0.0608
1738195492.016244,-0.0158
1738195492.073756,-0.0283
1738195492.0749018,-0.0274
1738195492.0758994,0.0266
1738195492.1340375,0.0092
1738195492.135048,-0.0616
1738195492.1360488,-0.0744
1738195492.1938176,-0.0676
1738195492.1949272,0.0334
1738195492.19593,0.0121
1738195492.2539604,-0.0225
1738195492.254959,-0.0159
1738195492.255979,-0.028
1738195492.3142912,-0.0861
1738195492.3153007,-0.0229
1738195492.3163102,0.0066
1738195492.3739114,0.0243
1738195492.374905,-0.0561
1738195492.3759472,-0.0196
1738195492.4342875,0.0312
1738195492.4352996,-0.0439
1738195492.4362993,-0.0995
1738195492.4942331,0.0035
1738195492.4952443,0.0652
1738195492.4962442,-0.0393
1738195492.5546033,-0.1068
1738195492.555607,0.0246
1738195492.555607,0.0379
1738195492.6143591,-0.0496
1738195492.6153698,-0.1
1738195492.6163726,0.0298
1738195492.6737251,0.0878
1738195492.674727,-0.0636
1738195492.6757488,-0.0646
1738195492.733943,-0.0871
1738195492.7349598,0.0719
1738195492.7359517,0.0709
1738195492.793754,-0.0508
1738195492.7951586,-0.0638
1738195492.7961526,0.0468
1738195492.8544984,0.012
1738195492.8554971,-0.0384
1738195492.856519,-0.1071
1738195492.9143565,0.0181
1738195492.9153693,0.0342
1738195492.91637,-0.0231
1738195492.9744034,-0.0735
1738195492.9744034,0.0255
1738195492.9754055,0.0648
1738195493.0340521,-0.0206
1738195493.035061,-0.0321
1738195493.0360582,-0.0439
1738195493.09416,-0.0271
1738195493.0961704,-0.0049
1738195493.0961704,-0.0113
1738195493.1543028,0.0042
1738195493.1553133,-0.0117
1738195493.1563148,-0.0192
1738195493.2137573,-0.0372
1738195493.2147572,-0.0446
1738195493.2158694,0.0786
1738195493.2748158,0.0009
1738195493.2759776,-0.0846
1738195493.2769709,-0.0399
1738195493.3339987,-0.0438
1738195493.335009,-0.0368
1738195493.336005,-0.0095
1738195493.3939214,0.0074
1738195493.3949366,0.0036
1738195493.3959353,0.0199
1738195493.454298,-0.0244
1738195493.4563167,-0.1215
1738195493.4573166,0.0223
1738195493.5136168,0.0453
1738195493.5738323,-0.0068
1738195493.5748339,-0.0678
1738195493.5758345,0.0387
1738195493.63412,-0.0356
1738195493.6350846,-0.0197
1738195493.6360946,0.0013
1738195493.6946619,0.0432
1738195493.6956747,-0.0554
1738195493.6966715,-0.0343
1738195493.7547648,-0.0319
1738195493.7557783,-0.0298
1738195493.7567794,-0.0127
1738195493.8135457,-0.0035
1738195493.8155959,-0.0076
1738195493.8155959,0.0098
1738195493.935353,-0.04
1738195493.936366,-0.0858
1738195493.936366,-0.0348
1738195493.937375,0.0624
1738195493.9943836,-0.0004
1738195493.9953952,0.045
1738195493.9964306,-0.0356
1738195494.0539706,-0.0921
1738195494.0552843,-0.1643
1738195494.0562825,-0.0212
1738195494.0572813,0.0331
1738195494.1143155,-0.0427
1738195494.1153302,-0.1483
1738195494.116328,-0.0093
1738195494.1742454,0.033
1738195494.1752498,0.0175
1738195494.1762552,0.0113
1738195494.294281,0.0188
1738195494.2952836,0.0531
1738195494.2962852,-0.0333
1738195494.2972887,-0.052
1738195494.3539648,0.008
1738195494.3549762,-0.0625
1738195494.3559785,-0.0383
1738195494.414606,-0.0277
1738195494.4156206,0.0218
1738195494.4166174,-0.0001
1738195494.4750924,-0.087
1738195494.4760935,0.0263
1738195494.4781017,0.0375
1738195494.479109,0.0152
1738195494.5343995,-0.0225
1738195494.5364091,-0.0441
1738195494.5374055,-0.1058
1738195494.5941677,-0.0206
1738195494.5951736,0.0174
1738195494.5961735,0.0111
1738195494.6533358,-0.0125
1738195494.6555471,-0.078
1738195494.656559,-0.0203
1738195494.7141569,-0.0058
1738195494.7152781,-0.0002
1738195494.7167926,-0.0187
1738195494.7744005,-0.0412
1738195494.7754095,-0.0465
1738195494.7754095,0.0198
1738195494.834385,-0.0178
1738195494.8353508,0.0026
1738195494.8363533,-0.0259
1738195494.8937137,-0.0499
1738195494.8952613,-0.0299
1738195494.8963127,0.0332
1738195494.954711,-0.0279
1738195494.955763,-0.1021
1738195494.956726,-0.1061
1738195495.0151396,0.0783
1738195495.016131,0.0693
1738195495.0170937,-0.0913
1738195495.074918,-0.1667
1738195495.0759282,-0.1562
1738195495.0769298,-0.1707
1738195495.134246,0.0251
1738195495.1352458,0.1556
1738195495.1362479,-0.0008
1738195495.194054,-0.1659
1738195495.196064,-0.2425
1738195495.1970634,-0.1522
1738195495.2546606,-0.0706
1738195495.2556603,-0.049
1738195495.2566595,-0.1577
1738195495.3140223,-0.1832
1738195495.3163064,-0.0956
1738195495.3163064,-0.0214
1738195495.374352,-0.1626
1738195495.375359,-0.1815
1738195495.376376,-0.6347
1738195495.4344018,-0.4096
1738195495.4354217,-0.0732
1738195495.436414,0.1236
1738195495.4950182,0.1307
1738195495.4960077,-0.5096
1738195495.497001,-1.0376
1738195495.5541122,-0.7244
1738195495.5551145,-0.2025
1738195495.5561116,-0.1766
1738195495.6139796,-0.5392
1738195495.6150978,-0.2948
1738195495.6161,-0.3837
1738195495.674601,-0.4296
1738195495.675609,-0.7819
1738195495.6766045,-0.8893
1738195495.7352436,-0.472
1738195495.7363114,-0.4502
1738195495.7373197,-0.6042
1738195495.794342,-1.049
1738195495.796345,-1.2024
1738195495.796345,-1.6394
1738195495.8542824,-2.2659
1738195495.8552897,-2.8756
1738195495.8562877,-2.1623
1738195495.914156,-1.1126
1738195495.9163191,-0.3818
1738195495.9163191,-0.9654
1738195495.974836,-0.9752
1738195495.975851,-0.7066
1738195495.9768655,-0.6581
1738195496.0347412,-0.6801
1738195496.095181,-0.9016
1738195496.0961907,-1.5116
1738195496.0971947,-0.9101
1738195496.1540742,-1.2171
1738195496.1550486,-3.4027
1738195496.1560507,-5.5945
1738195496.2142456,-6.6849
1738195496.215248,-6.0969
1738195496.216248,-6.7199
1738195496.2743413,-7.0439
1738195496.2753916,-7.7487
1738195496.2763503,-7.4117
1738195496.3348305,-5.4697
1738195496.3358433,-4.9309
1738195496.336847,-4.4768
1738195496.394227,-5.6484
1738195496.3952293,-5.306
1738195496.39623,-5.2988
1738195496.454369,-4.1086
1738195496.4563317,-3.7025
1738195496.4573398,-3.8134
1738195496.5143883,-4.0949
1738195496.5163999,-4.4161
1738195496.5163999,-4.0094
1738195496.5746276,-1.4129
1738195496.5756364,-1.2063
1738195496.5766523,-3.263
1738195496.6346548,-3.2052
1738195496.6945727,-4.8967
1738195496.6955776,-2.0849
1738195496.696576,-1.8205
1738195496.6975796,-1.9653
1738195496.754206,-2.9303
1738195496.7552059,-3.7954
1738195496.756205,-3.5189
1738195496.8152325,-0.8885
1738195496.8161955,-0.0624
1738195496.8161955,-0.6729
1738195496.8745275,-3.1448
1738195496.875746,-5.2234
1738195496.8767488,-1.1763
1738195496.935097,-0.3555
1738195496.9364939,-0.2465
1738195496.9374912,-0.4293
1738195496.9949007,-0.9419
1738195496.9969265,-0.8348
1738195496.9979157,-0.832
1738195497.054543,-6.0876
1738195497.0565476,1.309
1738195497.057549,0.6584
1738195497.1144054,-0.6721
1738195497.1164157,-1.7227
1738195497.1164157,-3.5427
1738195497.2345383,-4.8419
1738195497.2355494,-0.3298
1738195497.2365515,0.2122
1738195497.237555,-0.057
1738195497.2953007,-0.5521
1738195497.2962883,0.2921
1738195497.2962883,-0.7503
1738195497.3542492,-1.2493
1738195497.35625,0.7538
1738195497.3572521,-0.3763
1738195497.4142148,-1.3235
1738195497.4152486,0.23
1738195497.416221,-2.0499
1738195497.4745157,0.7195
1738195497.4755218,0.6033
1738195497.4765177,0.3887
1738195497.5353675,-1.6698
1738195497.5363307,-1.5026
1738195497.5363307,-0.1827
1738195497.5949998,0.6972
1738195497.596009,0.5654
1738195497.597017,0.0027
1738195497.6544864,-0.2707
1738195497.6554928,0.2161
1738195497.656513,0.1721
1738195497.7144074,-0.8346
1738195497.7154133,-0.7271
1738195497.7164114,-0.1314
1738195497.774322,-0.8607
1738195497.7762418,-2.0468
1738195497.7762418,-2.2915
1738195497.834365,-1.6772
1738195497.8355594,-1.0533
1738195497.8365211,-0.6133
1738195497.895068,-1.9073
1738195497.8960793,-1.9598
1738195497.8960793,-1.5234
1738195497.9548461,-1.035
1738195497.95686,-0.9357
1738195497.957868,-0.6931
1738195498.0151424,-0.112
1738195498.0163028,-0.6764
1738195498.0174522,-1.0225
1738195498.0757558,-1.0686
1738195498.0767293,-1.4036
1738195498.0777626,-1.095
1738195498.13542,-0.9596
1738195498.1363783,-1.0416
1738195498.137384,-1.2877
1738195498.1950293,-0.3844
1738195498.1960423,-0.4462
1738195498.1970415,-1.1376
1738195498.254816,-1.8868
1738195498.2558255,-2.8244
1738195498.2568266,-1.2458
1738195498.3147042,-0.9544
1738195498.3167105,-1.339
1738195498.3177047,-2.572
1738195498.374049,-3.1003
1738195498.3766062,-2.7822
1738195498.3776026,-0.7471
1738195498.434878,0.3066
1738195498.435881,-0.3042
1738195498.4368377,-0.4656
1738195498.4953935,-2.7427
1738195498.4963973,-2.301
1738195498.4973931,-0.8818
1738195498.554971,-0.6126
1738195498.5559812,-1.5213
1738195498.5569804,-1.309
1738195498.6142936,-1.205
1738195498.6152928,-0.7616
1738195498.616293,-0.0722
1738195498.6173322,-0.5026
1738195498.6749241,-0.4536
1738195498.6759253,-0.7195
1738195498.6769245,-0.8238
1738195498.7348163,-0.8211
1738195498.7358153,-1.206
1738195498.7368152,-1.0295
1738195498.7951488,-1.7873
1738195498.7951488,-1.4961
1738195498.796154,-0.8078
1738195498.8550835,-0.8976
1738195498.8561296,-0.7019
1738195498.857097,-0.7731
1738195498.9151819,-1.6672
1738195498.9151819,-1.4675
1738195498.91618,-1.4063
1738195498.9756336,-1.269
1738195498.9776297,-1.2305
1738195498.9786294,-1.1203
1738195499.0354135,-0.6367
1738195499.0364518,-0.5328
1738195499.037654,-0.9367
1738195499.0954204,-1.4247
1738195499.0974174,-1.5454
1738195499.098407,-0.8013
1738195499.1552236,-1.2675
1738195499.156237,0.2213
1738195499.1572387,-0.5342
1738195499.215047,-0.0121
1738195499.216058,-1.5184
1738195499.217056,-0.3716
1738195499.2747772,-3.0126
1738195499.275775,0.2961
1738195499.2767932,0.6581
1738195499.3348117,-0.6591
1738195499.335771,0.1267
1738195499.3367975,-0.5134
1738195499.3947754,-0.8437
1738195499.3957684,-2.3617
1738195499.3967772,-0.1806
1738195499.4550104,-0.0156
1738195499.4560199,-0.3151
1738195499.457021,-0.248
1738195499.515417,0.4285
1738195499.516427,-0.0817
1738195499.516427,-1.0953
1738195499.575209,-0.6657
1738195499.575209,-2.246
1738195499.5761774,0.3008
1738195499.634166,-1.132
1738195499.6357012,-0.8788
1738195499.6367154,-0.189
1738195499.6949492,-0.7938
1738195499.6959896,-1.6088
1738195499.6969514,0.1069
1738195499.754651,0.1596
1738195499.7556603,-0.0334
1738195499.7566621,-0.5888
1738195499.8153462,-0.8393
1738195499.8752875,-0.5748
1738195499.8763406,0.0135
1738195499.8773613,0.0464
1738195499.935805,-0.3029
1738195499.9367614,-0.2438
1738195499.9377632,-0.128
1738195499.9949024,0.155
1738195499.9959128,-0.163
1738195499.996914,-0.3218
1738195500.0548296,-0.5128
1738195500.0558093,0.0919
1738195500.0568368,0.0689
1738195500.1156266,-0.1887
1738195500.116575,-0.6698
1738195500.1173217,-0.6871
1738195500.1751964,0.0188
1738195500.176246,-0.2257
1738195500.1772196,-0.2713
1738195500.2344294,-0.4454
1738195500.2369688,-0.5676
1738195500.2379687,-0.4953
1738195500.2955577,-0.118
1738195500.2965636,-0.6064
1738195500.2975593,-0.7061
1738195500.3546932,-0.8464
1738195500.3556452,-0.3099
1738195500.3566482,-0.1785
1738195500.4156687,-0.4659
1738195500.4156687,-0.4785
1738195500.416668,-0.1427
1738195500.475069,-0.0103
1738195500.477084,-0.193
1738195500.478084,0.0086
1738195500.5349097,0.1801
1738195500.5359473,0.0104
1738195500.536909,-0.2261
1738195500.5956209,-0.0967
1738195500.5965831,0.0872
1738195500.5965831,0.0752
1738195500.655579,0.0168
1738195500.655579,-0.0843
1738195500.7153747,-0.1461
1738195500.7164025,-0.3527
1738195500.717407,-0.3446
1738195500.717407,-0.3138
1738195500.7747817,-0.526
1738195500.7759387,-0.6152
1738195500.7769403,-0.7449
1738195500.836533,-1.1875
1738195500.8375263,-1.202
1738195500.8385265,-1.1783
1738195500.8956158,-1.2676
1738195500.8966103,-1.692
1738195500.897677,-1.7176
1738195500.9549992,-1.635
1738195500.956033,-1.5447
1738195500.9569957,-1.5304
1738195501.0149982,-1.7122
1738195501.0159948,-1.7972
1738195501.0170007,-1.6596
1738195501.075369,-1.4107
1738195501.0764184,-1.4289
1738195501.0774207,-1.4574
1738195501.1349757,-1.3986
1738195501.136989,-1.3972
1738195501.136989,-1.1709
1738195501.1958482,-0.801
1738195501.1968048,-0.814
1738195501.1968048,-0.9083
1738195501.2549024,-0.7468
1738195501.2559032,-0.4339
1738195501.2569036,-0.3419
1738195501.314804,-0.364
1738195501.3157732,-0.3369
1738195501.316779,-0.2498
1738195501.3749712,-0.1508
1738195501.3759816,-0.1178
1738195501.376979,-0.0818
1738195501.4348922,-0.0924
1738195501.4361775,-0.0594
1738195501.4956846,-0.0111
1738195501.4966843,-0.0462
1738195501.4976826,-0.0143
1738195501.4986808,0.0294
1738195501.5550802,-0.0075
1738195501.5561316,-0.014
1738195501.5570912,0.008
1738195501.6147783,0.0507
1738195501.6167877,0.0181
1738195501.6167877,-0.0011
1738195501.675637,-0.0401
1738195501.6766899,-0.0395
1738195501.67765,0.0158
1738195501.735566,-0.0857
1738195501.736621,-0.1462
1738195501.7375796,-0.1389
1738195501.7960649,-0.146
1738195501.797063,-0.2041
1738195501.7980661,-0.2076
1738195501.8547177,-0.2188
1738195501.855683,-0.3836
1738195501.857685,-0.5555
1738195501.915145,-0.5267
1738195501.9161046,-0.4071
1738195501.917113,-0.4818
1738195501.975068,-0.4957
1738195501.9761164,-0.4776
1738195501.9771152,-0.4797
1738195502.0353518,-0.5239
1738195502.036362,-0.4342
1738195502.0373633,-0.3476
1738195502.095509,-0.3276
1738195502.0965571,-0.2136
1738195502.097526,-0.1414
1738195502.1548743,-0.1378
1738195502.1559165,-0.0742
1738195502.1568878,0.0142
1738195502.2157106,-0.0258
1738195502.2167132,-0.018
1738195502.2167132,-0.0231
1738195502.2757084,-0.0018
1738195502.2767076,0.0111
1738195502.2777057,-0.0184
1738195502.3351014,-0.0719
1738195502.336114,-0.0883
1738195502.3371146,-0.0679
1738195502.3955414,-0.1421
1738195502.516019,-0.2702
1738195502.517015,-0.2704
1738195502.5751944,-0.4831
1738195502.5762289,-0.7899
1738195502.5771754,-2.1555
1738195502.57818,0.5105
1738195502.6358554,-2.2161
1738195502.637872,-0.372
1738195502.6385407,-1.5687
1738195502.695801,-1.4875
1738195502.6972973,-1.7804
1738195502.7558224,0.07
1738195502.7568274,-0.2542
1738195502.7588336,-0.7638
1738195502.7598352,-1.4875
1738195502.815022,-1.3175
1738195502.816026,-2.5887
1738195502.817027,-4.6177
1738195502.875563,-3.1322
1738195502.875563,-1.7463
1738195502.8765645,-1.1651
1738195502.9349105,-1.7276
1738195502.935961,-6.1992
1738195502.9956212,-5.2828
1738195502.9966328,-13.8388
1738195502.9966328,-15.3737
1738195503.055425,-6.2995
1738195503.0564346,-5.9066
1738195503.0574536,-4.7309
1738195503.1149898,-4.8219
1738195503.1159968,-11.9816
1738195503.1169925,-8.6499
1738195503.175638,-14.786
1738195503.175638,-5.338
1738195503.176648,-15.265
1738195503.2358644,-6.6973
1738195503.2364113,-6.554
1738195503.2374194,-8.1384
1738195503.295412,-4.3118
1738195503.296425,-6.9665
1738195503.3552353,-8.6283
1738195503.3562443,-8.8255
1738195503.3572488,-4.3539
1738195503.3582435,-2.1294
1738195503.4145389,-2.7706
1738195503.4160879,-7.1189
1738195503.417098,-7.0051
1738195503.4749975,-1.4578
1738195503.476037,-1.1574
1738195503.4770012,-3.6636
1738195503.5350962,-1.7186
1738195503.5360928,0.4946
1738195503.5374641,-0.6462
1738195503.5954845,-0.4844
1738195503.5964944,-1.0031
1738195503.597518,-3.7766
1738195503.6556923,-2.0772
1738195503.6567073,-3.3491
1738195503.657703,-3.5053
1738195503.7157915,-8.7323
1738195503.716835,-11.7255
1738195503.7177916,-15.2443
1738195503.7753534,-14.8378
1738195503.7763543,-13.6755
1738195503.7773836,-9.8039
1738195503.835492,-12.0007
1738195503.835492,-8.0511
1738195503.8370008,-8.4944
1738195503.8962317,-16.5985
1738195503.8972297,-18.5216
1738195503.8972297,-28.5805
1738195503.9562569,-14.1587
1738195503.957191,-2.4638
1738195503.957191,-8.2048
1738195504.075371,-0.2592
1738195504.076343,-24.0587
1738195504.0773604,-30.7187
1738195504.0783389,-9.104
1738195504.1356485,-21.7137
1738195504.1356485,-16.1139
1738195504.1371977,-12.4986
1738195504.1955407,-8.7703
1738195504.196543,-2.2944
1738195504.198124,-4.5187
1738195504.2553346,-10.4831
1738195504.2563744,-8.7656
1738195504.314965,-7.0492
1738195504.3161426,-7.8844
1738195504.3171446,-9.3661
1738195504.318143,-11.9615
1738195504.375099,-12.7334
1738195504.3761017,-9.4744
1738195504.3771043,-7.6624
1738195504.4353073,-9.6934
1738195504.436314,-8.2936
1738195504.4378228,-6.6921
1738195504.4951017,-4.7825
1738195504.4961398,-4.6203
1738195504.4971025,-7.1238
1738195504.5554917,-10.796
1738195504.5565393,-10.4214
1738195504.5575044,-5.1077
1738195504.6159587,-2.4586
1738195504.6164746,-3.5811
1738195504.617498,-4.3993
1738195504.6749294,-2.9843
1738195504.6759763,-2.0112
1738195504.6769392,-1.0838
1738195504.7352066,-0.7884
1738195504.7362077,-0.778
1738195504.7372081,-0.5876
1738195504.7950258,-0.1986
1738195504.7960289,-0.8491
1738195504.797022,-0.5358
1738195504.8548532,-0.0439
1738195504.855857,-0.0646
1738195504.8578608,-1.0563
1738195504.915818,-1.3876
1738195504.9168313,-1.2913
1738195504.9178302,-1.4939
1738195504.9755166,-1.7448
1738195504.9765265,-1.9771
1738195504.977531,-2.6082
1738195505.0352352,-3.1525
1738195505.036237,-3.0975
1738195505.0951247,-3.451
1738195505.0961208,-4.1047
1738195505.098123,-4.9786
1738195505.0991232,-4.1118
1738195505.1550012,-3.2794
1738195505.1560051,-3.1524
1738195505.1570225,-3.0386
1738195505.2157454,-3.2206
1738195505.216755,-3.241
1738195505.2177613,-3.2559
1738195505.275172,-3.2507
1738195505.2761817,-3.3903
1738195505.2771845,-2.9427
1738195505.3355527,-2.3222
1738195505.3365479,-1.9546
1738195505.3365479,-1.6566
1738195505.3948,-1.2859
1738195505.3958032,-0.8932
1738195505.3968036,-0.6735
1738195505.4553564,-0.5924
1738195505.4563599,-0.4712
1738195505.4573796,-0.2897
1738195505.515556,-0.2132
1738195505.5165677,-0.1204
1738195505.5176134,-0.1189
1738195505.5753095,-0.1879
1738195505.5765903,-0.1067
1738195505.577638,-0.2723
1738195505.6352046,-0.7008
1738195505.6365788,-0.7154
1738195505.6365788,-0.743
1738195505.6961193,-0.6716
1738195505.6961193,-1.0656
1738195505.697086,-1.2946
1738195505.7552183,-0.6708
1738195505.7562585,-1.3808
1738195505.7572255,-1.762
1738195505.8150742,-2.0981
1738195505.8170407,-1.7839
1738195505.8170407,-1.6817
1738195505.9354184,-1.5465
1738195505.9359293,-1.1919
1738195505.9369369,-1.4081
1738195505.938447,-1.1934
1738195505.995474,-0.8279
1738195505.9964669,-0.9471
1738195505.9974735,-0.7004
1738195506.0545967,-0.6049
1738195506.05611,-0.2416
1738195506.0571213,-0.302
1738195506.11463,-0.0309
1738195506.1161752,-0.0477
1738195506.1171832,0.1888
1738195506.175727,0.4596
1738195506.1767397,-0.0147
1738195506.177739,0.1097
1738195506.2351007,0.1298
1738195506.236105,0.2001
1738195506.2375739,-0.3064
1738195506.2955225,-0.3372
1738195506.2965233,-0.443
1738195506.2975285,-0.7048
1738195506.3555095,-0.8213
1738195506.3564653,-1.0251
1738195506.3574774,-1.2702
1738195506.4154112,-1.4435
1738195506.416413,-1.6543
1738195506.4174144,-1.6646
1738195506.4754949,-1.8047
1738195506.4766052,-1.9566
1738195506.477626,-2.0685
1738195506.535813,-1.9711
1738195506.5368242,-1.8922
1738195506.5378575,-1.9034
1738195506.5956273,-1.832
1738195506.5968456,-1.7021
1738195506.6554756,-1.3639
1738195506.6564505,-0.9438
1738195506.657453,-1.0994
1738195506.657453,-1.0558
1738195506.7152655,-0.7303
1738195506.7172728,-0.6514
1738195506.718273,-0.4349
1738195506.7757423,-0.3705
1738195506.7767072,-0.2085
1738195506.7767072,-0.2179
1738195506.835959,-0.2608
1738195506.836974,-0.1991
1738195506.836974,-0.1541
1738195506.895745,-0.3037
1738195506.8967566,-0.189
1738195506.8987591,0.0158
1738195506.9557157,-0.0142
1738195506.9567144,-0.2763
1738195506.9577153,-0.2257
1738195507.0156362,-0.4759
1738195507.016645,-0.4436
1738195507.0176823,-0.1906
1738195507.07654,-0.3876
1738195507.07654,-1.4638
1738195507.077542,-1.3541
1738195507.1359203,-1.423
1738195507.1369326,-1.4991
1738195507.1379454,-1.8409
1738195507.1959174,-1.9414
1738195507.196932,-1.9753
1738195507.196932,-1.9741
1738195507.2567947,-1.8617
1738195507.257796,-2.102
1738195507.258802,-1.7944
1738195507.3156383,-1.549
1738195507.3166392,-1.8381
1738195507.317678,-2.2303
1738195507.3758702,-0.771
1738195507.3768733,-1.5084
1738195507.377877,-1.627
1738195507.4356673,-1.1319
1738195507.4356673,-1.1724
1738195507.4380574,-1.0186
1738195507.4958346,-0.7378
1738195507.4968379,-0.7165
1738195507.4978368,-0.7528
1738195507.556246,-0.3955
1738195507.5572991,-0.4369
1738195507.558256,-0.3177
1738195507.6160793,-0.0996
1738195507.61708,-0.116
1738195507.6180773,0.0183
1738195507.676062,-0.0137
1738195507.676062,0.008
1738195507.6770632,0.266
1738195507.7353456,0.1372
1738195507.7363482,-0.0644
1738195507.7373145,0.0984
1738195507.7957928,-0.0195
1738195507.7968075,-0.0568
1738195507.7968075,0.007
1738195507.8562021,0.2231
1738195507.8572118,0.0995
1738195507.8582115,-0.1612
1738195507.9155679,-0.1772
1738195507.9165328,0.1433
1738195507.917534,0.2074
1738195507.975525,-0.2501
1738195507.976529,-0.1711
1738195507.977525,-0.0887
1738195508.0358605,-0.0011
1738195508.0368097,-0.4012
1738195508.0378468,-0.3664
1738195508.0960524,-0.1935
1738195508.0980642,-0.0984
1738195508.0990646,-0.3213
1738195508.156124,-0.1696
1738195508.1571393,-0.2378
1738195508.1581364,-0.2648
1738195508.2155087,-0.2426
1738195508.2165492,-0.2482
1738195508.217515,-0.2135
1738195508.2755258,-0.0786
1738195508.276524,-0.2244
1738195508.2775629,-0.1001
1738195508.3355505,0.1302
1738195508.3365626,0.0403
1738195508.3375607,-0.2977
1738195508.396317,-0.5847
1738195508.397843,-0.0093
1738195508.398841,0.0944
1738195508.4558547,0.0179
1738195508.4568646,-0.0807
1738195508.4578636,-0.1043
1738195508.5156927,-0.0217
1738195508.5161996,0.0274
1738195508.517211,-0.0218
1738195508.5757213,-0.0462
1738195508.5767696,0.0257
1738195508.577732,-0.0237
1738195508.6351793,-0.0836
1738195508.6366887,-0.1284
