tMillis,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,ax_cal,ay_cal,az_cal,gx_cal,gy_cal,gz_cal,acc_mag,gyro_mag,acc_mag_mean,acc_mag_std,gyro_mag_mean,gyro_mag_std,acc_grav_error,is_still_method1,is_still_method2,is_still_combined,roll_simple,pitch_simple,az_vertical,az_vertical_corrected,vel_integrated,vel_integrated_reset,vel_integrated_corrected,is_rolling,pull_start_acc_0.5,pull_start_acc_1.0,pull_start_acc_1.5,pull_start_acc_2.0
674338.0,0.020263671875,0.402587890625,0.7447509765625,-1.6479490995407104,-5.615233898162842,-1.8920897245407104,0.056187158203125004,-3.3516861328125005,0.6058920410156251,-0.04286623778502351,-0.0947659161410681,-0.03832821210936336,3.4064735570675784,0.11084739531174595,3.6285076678806454,0.6232044662279368,0.25024576997855025,0.13568478772371725,0.6527549890858738,0,0,0,165.306699911709,2.3833201350425193,0.6058920410156251,-9.204107958984375,-124.3668197711423,-64.32117489815187,-575.7981163354285,0,0,0,0,0
674354.0,0.01708984375,0.3892822265625,0.722412109375,-3.601073980331421,-5.615233898162842,-1.8920897245407104,0.025051904296875004,-3.482214697265625,0.38674775390625005,-0.07695469765744317,-0.0947659161410681,-0.03832821210936336,3.50371525967981,0.12795177293458965,3.7331458432710676,0.6613898594797284,0.2397594868580723,0.11721041939318208,0.6428424811743313,0,0,0,165.306699911709,2.3833201350425193,0.38674775390625005,-9.42325224609375,-124.3606318070798,-64.31498693408936,-575.948888371366,0,0,0,0,0
674370.0,0.014404296875,0.36669921875,0.6881103515625,-5.798339366912842,-5.676269054412842,-1.8920897245407104,-0.001293310546874998,-3.7037540039062504,0.050247509765625045,-0.11530421319339498,-0.09583118057709979,-0.03832821210936336,3.7040950590314767,0.1547505366531856,3.8204920037274612,0.6527697949538306,0.23418330796132283,0.10678287048104851,0.6224164058071889,0,0,0,165.306699911709,2.3833201350425193,0.050247509765625045,-9.759752490234375,-124.35982784692355,-64.31418297393311,-576.1050444112097,0,0,0,0,0
674386.0,0.0130615234375,0.3587646484375,0.6693115234375,-6.713866710662842,-5.615233898162842,-1.8310545682907104,-0.014465917968749999,-3.781592138671875,-0.13416899414062497,-0.1312831797338704,-0.0947659161410681,-0.037262947673331666,3.783999165570245,0.16614565721798788,3.896188216447397,0.6238654419109033,0.23038747457205705,0.09910268462670971,0.6142712369449291,0,0,0,165.306699911709,2.3833201350425193,-0.13416899414062497,-9.944168994140625,-124.3619745508298,-64.31632967783936,-576.264151115116,0,0,0,0,0
674415.0,0.0126953125,0.328857421875,0.6239013671875,-9.521484375,-5.371093273162842,-1.6479490995407104,-0.018058447265625,-4.07498203125,-0.579642626953125,-0.18028535211370683,-0.0905048583969413,-0.03406715436523658,4.116040602023885,0.20458374467869755,3.9166393837019333,0.5976680216010305,0.23309647294269706,0.10404836965465836,0.5804239957162197,0,0,0,165.306699911709,2.3833201350425193,-0.579642626953125,-10.389642626953126,-124.37878418701143,-64.333139314021,-576.5654507512976,0,0,0,0,0
674437.0,0.0126953125,0.3189697265625,0.5980224609375,-11.230467796325684,-5.371093273162842,-1.5869139432907104,-0.018058447265625,-4.171980322265625,-0.833514697265625,-0.21011273967783745,-0.0905048583969413,-0.033001889929204886,4.254467377645178,0.23114414876279357,3.9001205043860194,0.6221064580018424,0.2427868798014908,0.11439573962080095,0.5663132132879534,0,0,0,165.306699911709,2.3833201350425193,-0.833514697265625,-10.643514697265626,-124.39712151035128,-64.35147663736085,-576.7996080746375,0,0,0,0,0
674453.0,0.0115966796875,0.3096923828125,0.5797119140625,-12.023924827575684,-5.249022960662842,-1.4648436307907104,-0.02883603515625,-4.262991064453125,-1.013141162109375,-0.2239611773462495,-0.08837432952487792,-0.030871361057141493,4.381823746671134,0.24273786686631801,3.8760394059615235,0.6524135639064774,0.25478279930190684,0.12244598101779522,0.5533309126736867,0,0,0,165.306699911709,2.3833201350425193,-1.013141162109375,-10.823141162109376,-124.41333176894503,-64.36768689595459,-576.9727783332312,0,0,0,0,0
674470.0,0.011962890625,0.3013916015625,0.5709228515625,-13.793944358825684,-5.249022960662842,-1.220703125,-0.025243505859374998,-4.344421728515625,-1.099361865234375,-0.25485384599116867,-0.08837432952487792,-0.026610305393609313,4.481432126063985,0.2710509422389142,3.876782503474517,0.6518795889353091,0.2685957948764534,0.12554479220706696,0.5431771533064236,0,0,0,165.306699911709,2.3833201350425193,-1.099361865234375,-10.909361865234375,-124.43202092065401,-64.38637604766357,-577.1582374849402,0,0,0,0,0
674487.0,0.0130615234375,0.28564453125,0.550537109375,-15.197752952575684,-5.310058116912842,-0.9765624403953552,-0.014465917968749999,-4.49890048828125,-1.2993459960937501,-0.27935492801989764,-0.08943959396090961,-0.022349246609185233,4.682799897903476,0.29417359772911766,3.895365530130283,0.6413960944235404,0.28329001499607526,0.12458758426932118,0.5226503671861901,0,0,0,165.306699911709,2.3833201350425193,-1.2993459960937501,-11.10934599609375,-124.45410980258761,-64.40846492959717,-577.3470963668738,0,0,0,0,0
674503.0,0.010009765625,0.2672119140625,0.5255126953125,-16.11328125,-5.249022960662842,-0.8544921278953552,-0.044403662109375,-4.679724462890626,-1.544835498046875,-0.2953339112051299,-0.08837432952487792,-0.020218717737121843,4.928317101182858,0.30893516758961687,3.9207135805295437,0.6264692268199105,0.2972665829404621,0.11946033581246138,0.4976231293391582,0,0,0,165.306699911709,2.3833201350425193,-1.544835498046875,-11.354835498046876,-124.47882717055636,-64.43318229756592,-577.5287737348425,0,0,0,0,0
