tMillis,ax,ay,az,gx,gy,gz
581093,-0.04248046875,-0.3250732421875,-0.92578125,0.6713866591453552,-0.1831054538488388,0.2441406100988388
581109,-0.0428466796875,-0.324951171875,-0.9244384765625,0.6713866591453552,-0.2441406100988388,0.1831054538488388
581125,-0.04296875,-0.3245849609375,-0.9251708984375,0.6103515625,-0.2441406100988388,0.1831054538488388
581158,-0.0421142578125,-0.324462890625,-0.92578125,0.6103515625,-0.1831054538488388,0.2441406100988388
581202,-0.0423583984375,-0.325439453125,-0.9251708984375,0.6103515625,-0.1831054538488388,0.2441406100988388
581219,-0.041748046875,-0.324951171875,-0.924560546875,0.6713866591453552,-0.1831054538488388,0.2441406100988388
581252,-0.042236328125,-0.3248291015625,-0.925048828125,0.6103515625,-0.1220703050494194,0.1831054538488388
581269,-0.0418701171875,-0.3245849609375,-0.92578125,0.6103515625,-0.1220703050494194,0.1831054538488388
581285,-0.041748046875,-0.3253173828125,-0.9261474609375,0.6713866591453552,-0.1220703050494194,0.1831054538488388
581301,-0.041748046875,-0.32568359375,-0.9259033203125,0.6713866591453552,-0.1831054538488388,0.1831054538488388
581321,-0.0426025390625,-0.324462890625,-0.92529296875,0.6713866591453552,-0.1831054538488388,0.30517578125
581337,-0.04248046875,-0.324951171875,-0.92529296875,0.6713866591453552,-0.2441406100988388,0.30517578125
581353,-0.0421142578125,-0.3245849609375,-0.92578125,0.6713866591453552,-0.2441406100988388,0.2441406100988388
581369,-0.042236328125,-0.325439453125,-0.9268798828125,0.6103515625,-0.1831054538488388,0.1220703050494194
581391,-0.04248046875,-0.32568359375,-0.9263916015625,0.6103515625,-0.2441406100988388,0.1831054538488388
581407,-0.04296875,-0.324462890625,-0.9263916015625,0.6713866591453552,-0.1831054538488388,0.1831054538488388
581424,-0.04248046875,-0.326171875,-0.9266357421875,0.6713866591453552,-0.1831054538488388,0.1831054538488388
581442,-0.04248046875,-0.324462890625,-0.9259033203125,0.6713866591453552,-0.1831054538488388,0.1831054538488388
581458,-0.0418701171875,-0.3251953125,-0.9251708984375,0.6713866591453552,-0.1220703050494194,0.1831054538488388
581491,-0.0411376953125,-0.325439453125,-0.9261474609375,0.6103515625,-0.1831054538488388,0.2441406100988388
581508,-0.041015625,-0.3253173828125,-0.92578125,0.6103515625,-0.1831054538488388,0.2441406100988388
581524,-0.0408935546875,-0.3250732421875,-0.92578125,0.6103515625,-0.1831054538488388,0.2441406100988388
581540,-0.042724609375,-0.325439453125,-0.9239501953125,0.6103515625,-0.1831054538488388,0.30517578125
581565,-0.0419921875,-0.3253173828125,-0.9256591796875,0.6103515625,-0.1831054538488388,0.1831054538488388
581581,-0.0423583984375,-0.324951171875,-0.9271240234375,0.6103515625,-0.1831054538488388,0.1220703050494194
581598,-0.0426025390625,-0.3251953125,-0.927001953125,0.6103515625,-0.1831054538488388,0.1831054538488388
581668,-0.042724609375,-0.323974609375,-0.92626953125,0.6103515625,-0.1831054538488388,0.2441406100988388
581717,-0.041748046875,-0.3240966796875,-0.925048828125,0.6103515625,-0.2441406100988388,0.2441406100988388
581739,-0.04248046875,-0.3245849609375,-0.9259033203125,0.6713866591453552,-0.1831054538488388,0.1220703050494194
581756,-0.0435791015625,-0.3255615234375,-0.926025390625,0.6103515625,-0.2441406100988388,0.1831054538488388
581788,-0.0419921875,-0.325439453125,-0.9266357421875,0.6103515625,-0.1831054538488388,0.1831054538488388
581804,-0.04296875,-0.3253173828125,-0.9261474609375,0.6103515625,-0.1831054538488388,0.1831054538488388
581825,-0.04248046875,-0.326904296875,-0.9263916015625,0.6103515625,-0.1220703050494194,0.1831054538488388
581845,-0.0413818359375,-0.326171875,-0.92578125,0.6103515625,-0.1831054538488388,0.1831054538488388
581862,-0.042236328125,-0.3250732421875,-0.9266357421875,0.6103515625,-0.1831054538488388,0.2441406100988388
581883,-0.04248046875,-0.3255615234375,-0.9259033203125,0.54931640625,-0.1831054538488388,0.2441406100988388
581899,-0.0421142578125,-0.3251953125,-0.9256591796875,0.6713866591453552,-0.1831054538488388,0.2441406100988388
581916,-0.0418701171875,-0.3240966796875,-0.92626953125,0.6713866591453552,-0.1831054538488388,0.1831054538488388
581933,-0.041259765625,-0.3258056640625,-0.92529296875,0.6713866591453552,-0.1220703050494194,0.1831054538488388
581966,-0.0430908203125,-0.3251953125,-0.9256591796875,0.6103515625,-0.1831054538488388,0.2441406100988388
581983,-0.04052734375,-0.324462890625,-0.9254150390625,0.6713866591453552,-0.1220703050494194,0.2441406100988388
581999,-0.0411376953125,-0.324462890625,-0.9254150390625,0.6713866591453552,-0.1220703050494194,0.2441406100988388
582030,-0.0418701171875,-0.324462890625,-0.9246826171875,0.54931640625,-0.1831054538488388,0.30517578125
582051,-0.04248046875,-0.3243408203125,-0.924560546875,0.6713866591453552,-0.1831054538488388,0.2441406100988388
582067,-0.0418701171875,-0.32421875,-0.9261474609375,0.6713866591453552,-0.2441406100988388,0.2441406100988388
582084,-0.0416259765625,-0.325439453125,-0.9259033203125,0.6713866591453552,-0.1831054538488388,0.2441406100988388
582101,-0.042236328125,-0.3255615234375,-0.9254150390625,0.6713866591453552,-0.1831054538488388,0.2441406100988388
582118,-0.0419921875,-0.3250732421875,-0.9256591796875,0.6713866591453552,-0.2441406100988388,0.1831054538488388
582148,-0.042724609375,-0.3240966796875,-0.9249267578125,0.6713866591453552,-0.1220703050494194,0.2441406100988388
582165,-0.0433349609375,-0.3243408203125,-0.9251708984375,0.6103515625,-0.1831054538488388,0.1831054538488388
582181,-0.0421142578125,-0.3245849609375,-0.92431640625,0.6103515625,-0.2441406100988388,0.1831054538488388
582214,-0.0416259765625,-0.3262939453125,-0.9251708984375,0.6103515625,-0.1831054538488388,0.1831054538488388
582235,-0.0418701171875,-0.32666015625,-0.92431640625,0.6103515625,-0.1831054538488388,0.1831054538488388
582251,-0.042724609375,-0.3258056640625,-0.92626953125,0.6103515625,-0.1220703050494194,0.1831054538488388
582266,-0.041748046875,-0.324951171875,-0.9251708984375,0.6103515625,-0.1220703050494194,0.1220703050494194
582283,-0.041748046875,-0.3250732421875,-0.9259033203125,0.6103515625,-0.1220703050494194,0.1220703050494194
582300,-0.0419921875,-0.3250732421875,-0.9267578125,0.6713866591453552,-0.1831054538488388,0.1220703050494194
582333,-0.0413818359375,-0.3262939453125,-0.9261474609375,0.6713866591453552,-0.1831054538488388,0.2441406100988388
582349,-0.041748046875,-0.326416015625,-0.925048828125,0.6713866591453552,-0.1831054538488388,0.1831054538488388
582365,-0.041015625,-0.324462890625,-0.925537109375,0.6103515625,-0.1831054538488388,0.2441406100988388
582381,-0.0419921875,-0.32421875,-0.9259033203125,0.6103515625,-0.2441406100988388,0.2441406100988388
582401,-0.04248046875,-0.3250732421875,-0.9263916015625,0.6103515625,-0.2441406100988388,0.1831054538488388
582417,-0.0416259765625,-0.3251953125,-0.9267578125,0.6103515625,-0.1831054538488388,0.2441406100988388
582433,-0.0416259765625,-0.3251953125,-0.9244384765625,0.6103515625,-0.1831054538488388,0.2441406100988388
582449,-0.0419921875,-0.32568359375,-0.924560546875,0.6103515625,-0.1831054538488388,0.1831054538488388
582510,-0.0416259765625,-0.3250732421875,-0.9267578125,0.54931640625,-0.2441406100988388,0.2441406100988388
582532,-0.0411376953125,-0.3251953125,-0.9266357421875,0.6103515625,-0.1831054538488388,0.1220703050494194
582548,-0.0423583984375,-0.32568359375,-0.9261474609375,0.6103515625,-0.1220703050494194,0.2441406100988388
582565,-0.0419921875,-0.3245849609375,-0.923828125,0.6103515625,-0.1220703050494194,0.2441406100988388
582582,-0.041748046875,-0.3243408203125,-0.924072265625,0.6103515625,-0.1220703050494194,0.2441406100988388
582598,-0.0413818359375,-0.326416015625,-0.9267578125,0.7324218153953552,-0.2441406100988388,0.2441406100988388
582631,-0.042724609375,-0.3258056640625,-0.925048828125,0.6103515625,-0.1831054538488388,0.1831054538488388
582647,-0.0416259765625,-0.3248291015625,-0.926025390625,0.6103515625,-0.1831054538488388,0.1831054538488388
582663,-0.042724609375,-0.324951171875,-0.9249267578125,0.6103515625,-0.1831054538488388,0.1831054538488388
582699,-0.0433349609375,-0.3265380859375,-0.9266357421875,0.6103515625,-0.1831054538488388,0.2441406100988388
582715,-0.0428466796875,-0.3248291015625,-0.9248046875,0.54931640625,-0.1831054538488388,0.1831054538488388
582731,-0.04248046875,-0.32470703125,-0.924072265625,0.6103515625,-0.2441406100988388,0.1831054538488388
582747,-0.0418701171875,-0.324951171875,-0.9254150390625,0.6713866591453552,-0.2441406100988388,0.2441406100988388
582764,-0.043212890625,-0.3253173828125,-0.9254150390625,0.6103515625,-0.1831054538488388,0.2441406100988388
582785,-0.043212890625,-0.32470703125,-0.9248046875,0.6103515625,-0.1831054538488388,0.2441406100988388
582800,-0.0413818359375,-0.324951171875,-0.926025390625,0.7324218153953552,-0.1831054538488388,0.2441406100988388
582819,-0.0428466796875,-0.3253173828125,-0.926025390625,0.6103515625,-0.1220703050494194,0.1831054538488388
582836,-0.042236328125,-0.3262939453125,-0.9263916015625,0.6103515625,-0.1220703050494194,0.2441406100988388
