tMillis,vertical_acc,vertical_vel
604415.0,9.817137102643892,0.12574320325119343
604431.0,9.80635953904782,0.04074792064902713
604448.0,9.811149426926372,-0.022415089556056006
604465.0,9.806359547986524,-0.06581145434651836
604481.0,9.812347176748728,-0.09150680070482226
604515.0,9.813544544669433,-0.10156675561343015
604531.0,9.808754536358203,-0.09805694605480442
604547.0,9.80755669825083,-0.08304299901140738
604583.0,9.818334320375309,-0.05859054146570136
604599.0,9.811959523051481,-0.026765200400148986
604615.0,9.817050956779353,0.010367397202788207
604631.0,9.806337878753139,0.05079356617091071
604695.0,9.808591919133455,0.09165667091507065
604711.0,9.814141913492946,0.12225563118881302
604727.0,9.809446335759292,0.1251993218354815
604763.0,9.811979035962263,0.13350402215676888
604779.0,9.808522404035147,0.16116085136895164
604811.0,9.809093345638258,0.19196189564350422
604828.0,9.81843956083219,0.2204332601804847
604849.0,9.815716862143974,0.25937142430562005
604865.0,9.809713757337317,0.2827161854771202
604882.0,9.812348035191151,0.27432090909892454
604899.0,9.80064557167175,0.26936501920467454
604930.0,9.81068978720823,0.30303069433103774
604994.0,9.80813619432417,0.3432206270786584
605015.0,9.796249640773695,0.38359686844128776
605031.0,9.80873087407705,0.43422088702819395
605048.0,9.815900413181055,0.483212304861887
605065.0,9.822810823917003,0.511437128029499
605081.0,9.812013233321515,0.5458753665568015
605115.0,9.817786519842887,0.5894285181614456
605179.0,9.814122756184545,0.6331756318394741
605195.0,9.81518721942406,0.6706853400131776
605211.0,9.80087839082328,0.69832012035334
605227.0,9.807936680513784,0.7222556313381282
605244.0,9.818301236439112,0.7700888966333563
605265.0,9.807340633667604,0.8162009224140877
605281.0,9.811999349337196,0.8534457331256905
605348.0,9.811140002548337,0.869512361930423
605371.0,9.814827188177102,0.8740183921962
605388.0,9.805112664148767,0.8615264585728021
605405.0,9.79896654374295,0.843087425701706
605424.0,9.8102664740411,0.8448411785009712
605440.0,9.817102048430543,0.8411123511065135
605456.0,9.8075225324099,0.8224135099915392
605473.0,9.81420662463339,0.7917039546850818
605489.0,9.816920837918534,0.7441176675656687
605505.0,9.809248985493348,0.6934389917269235
605537.0,9.811101196724074,0.634766739353942
605553.0,9.796912435568672,0.6010669053973688
605569.0,9.792567776823555,0.5552948156154311
605585.0,9.813010334586076,0.529262692071577
605605.0,9.80729134230774,0.5235140778399294
605621.0,9.805342536253672,0.5354437220386891
605649.0,9.808369081771264,0.5596524051681665
605673.0,9.814501445306538,0.592333699750316
605706.0,9.813687660173601,0.6228687113018965
605724.0,9.810974636544863,0.6560994733641297
605740.0,9.80216526214424,0.6925192123689341
605771.0,9.809539168232202,0.7409368565004291
605834.0,9.807471219692044,0.7885725914466324
605855.0,9.804739289693376,0.8319375502752293
605871.0,9.807367066607057,0.8568164314265099
605888.0,9.813890529380082,0.8513936009707439
605905.0,9.813582949198183,0.80962190787407
605922.0,9.813684322734737,0.7546937175029637
605953.0,9.815792745807576,0.7275510838677677
605975.0,9.810983974713595,0.7572923259524691
605991.0,9.813417334118576,0.8252346484164399
606008.0,9.81419329933042,0.9098879989645113
606025.0,9.809558229661807,1.0191837385799118
606041.0,9.808595904505676,1.16544333973902
606075.0,9.810180777713981,1.343415756251916
606139.0,9.815466793528014,1.5546758382625245
606228.0,9.806656959630565,1.7796903875403944
606323.0,9.810235805634527,2.020765029804379
606373.0,9.813846903077318,2.266075705957833
606389.0,9.813305799755703,2.516194855146202
606405.0,9.810826676517598,2.7520901148192096
606438.0,9.807020291929476,2.9662859247511473
606470.0,9.812533506864465,3.1469661631226535
606529.0,9.805529120501717,3.2826346882858504
606564.0,9.81205378212146,3.360937034475702
606581.0,9.806961633447244,3.3771669171735765
606614.0,9.803912996672873,3.3663306124130754
606631.0,9.815582259742964,3.3541731931960688
606648.0,9.810218701799066,3.3665621350900965
606665.0,9.807589330322688,3.3563653611611226
606690.0,9.807778729014176,3.3436239452459757
606706.0,9.80529368634861,3.3213116271908896
606723.0,9.805442316101495,3.2900533483590224
606740.0,9.814912185015407,3.2623893267345254
606757.0,9.804909562088904,3.2616104372232098
606790.0,9.815122870694578,3.2763925324062573
606807.0,9.809283234949008,3.260321971698931
606828.0,9.80651167831426,3.275105641506556
606844.0,9.806035660204806,3.3042683301043017
606911.0,9.813873685182628,3.347127483392155
606927.0,9.804301968906307,3.39856931509437
606944.0,9.80078064339496,3.457868284435194
606976.0,9.810566854831263,3.517084940952302
606992.0,9.80868093026117,3.574708911449032
607008.0,9.811730345313947,3.6265775418004234
607024.0,9.809394169733247,3.659984116950942
607100.0,9.80796607477388,3.692787627241786
607116.0,9.812301185689426,3.716431647276432
607137.0,9.806759062144874,3.7288457860051176
607153.0,9.791240052784339,3.722371723762351
607169.0,9.812319510863771,3.7377763395912598
607190.0,9.82383091722229,3.734637672651319
607210.0,9.810029118796736,3.720525617073973
607227.0,9.8076914706334,3.710046761401527
607243.0,9.816347620931705,3.690058122932762
607273.0,9.81453614575352,3.63073166810175
607295.0,9.810340419870622,3.570027090856711
607311.0,9.810362707816042,3.5556185895957038
607328.0,9.816651135618976,3.5423310760647797
607345.0,9.812003911900598,3.5359817387354218
